,id,name,rate,total
0,1,Bulbasaur,1/130,"145,616"
1,4,Charmander,1/126,"147,870"
2,7,Squirtle,1/127,"219,710"
3,10,Caterpie,1/861,"6,892"
4,13,Weedle,1/549,"158,707"
5,16,Pidgey,1/525,"156,727"
6,19,Rattata,1/458,"5,963"
7,21,Spearow,1/391,"3,129"
8,23,Ekans,1/323,"2,910"
9,25,Pikachu,1/532,"1,597"
10,27,Sandshrew,"1/1,314","1,314"
11,29,Nidoran♀,1/680,"4,764"
12,32,Nidoran♂,1/667,"6,010"
13,35,Clefairy,1/430,"4,736"
14,37,Vulpix,1/206,"1,031"
15,39,Jigglypuff,1/430,"2,150"
16,43,Oddish,1/719,"5,755"
17,46,Paras,1/519,"2,077"
18,48,Venonat,1/601,"1,804"
19,50,Diglett,1/378,"1,894"
20,52,Meowth,1/112,"3,821"
21,54,Psyduck,1/953,"3,814"
22,56,Mankey,1/473,"1,893"
23,58,Growlithe,1/316,"2,533"
24,60,Poliwag,1/509,"4,581"
25,63,Abra,1/542,"156,875"
26,66,Machop,1/365,"8,045"
27,69,Bellsprout,"1/1,579","1,579"
28,74,Geodude,1/628,"2,513"
29,77,Ponyta,1/166,832
30,79,Slowpoke,1/592,"152,966"
31,81,Magnemite,1/841,"5,048"
32,83,Farfetch'd,1/57,513
33,84,Doduo,1/544,"1,088"
34,88,Grimer,1/142,"1,993"
35,92,Gastly,1/520,"152,372"
36,95,Onix,1/45,225
37,96,Drowzee,1/395,"4,745"
38,100,Voltorb,1/314,942
39,102,Exeggcute,1/691,"4,840"
40,104,Cubone,1/278,"2,231"
41,106,Hitmonlee,1/952,952
42,107,Hitmonchan,1/282,"1,128"
43,108,Lickitung,1/111,779
44,109,Koffing,1/407,"1,221"
45,111,Rhyhorn,1/635,"3,814"
46,113,Chansey,1/63,"87,402"
47,114,Tangela,1/258,516
48,115,Kangaskhan,1/118,"1,542"
49,122,Mr. Mime,1/412,824
50,123,Scyther,1/85,859
51,125,Electabuzz,"1/1,094","1,094"
52,126,Magmar,1/514,"1,028"
53,127,Pinsir,1/193,386
54,128,Tauros,1/644,"3,224"
55,129,Magikarp,1/501,"153,611"
56,133,Eevee,1/364,"2,914"
57,137,Porygon,1/414,414
58,140,Kabuto,1/82,82
59,142,Aerodactyl,1/113,227
60,143,Snorlax,1/570,"90,703"
61,152,Chikorita,1/540,"2,161"
62,155,Cyndaquil,1/295,"3,544"
63,158,Totodile,1/200,600
64,161,Sentret,1/596,596
65,165,Ledyba,1/636,636
66,176,Togetic,1/271,543
67,177,Natu,1/541,"8,126"
68,179,Mareep,1/734,"3,671"
69,185,Sudowoodo,1/451,"1,355"
70,187,Hoppip,"1/2,311","2,311"
71,193,Yanma,1/606,"4,247"
72,194,Wooper,1/327,"1,639"
73,198,Murkrow,1/450,"2,704"
74,200,Misdreavus,1/505,"4,047"
75,204,Pineco,1/74,148
76,206,Dunsparce,1/406,"4,469"
77,207,Gligar,1/92,184
78,209,Snubbull,1/351,"4,218"
79,211,Qwilfish,1/45,45
80,216,Teddiursa,1/258,258
81,218,Slugma,1/129,519
82,222,Corsola,"1/1,279","1,279"
83,223,Remoraid,1/244,244
84,227,Skarmory,1/45,227
85,228,Houndour,"1/2,214","2,214"
86,231,Phanpy,1/481,962
87,237,Hitmontop,1/144,869
88,241,Miltank,1/399,798
89,252,Treecko,1/584,584
90,254,Sceptile,1/21,21
91,255,Torchic,1/288,288
92,258,Mudkip,1/478,478
93,261,Poochyena,"1/1,210","6,051"
94,263,Zigzagoon,1/95,"3,539"
95,265,Wurmple,1/387,"3,879"
96,270,Lotad,1/273,273
97,273,Seedot,1/679,679
98,276,Taillow,1/356,"8,905"
99,278,Wingull,1/445,"1,781"
100,280,Ralts,1/413,"1,653"
101,283,Surskit,1/262,"1,314"
102,285,Shroomish,1/441,441
103,287,Slakoth,1/426,426
104,290,Nincada,1/54,54
105,293,Whismur,"1/1,042","1,042"
106,296,Makuhita,1/401,"6,019"
107,302,Sableye,1/102,102
108,303,Mawile,1/244,244
109,304,Aron,1/504,504
110,307,Meditite,1/600,600
111,308,Medicham,1/15,15
112,309,Electrike,1/825,"4,952"
113,311,Plusle,1/371,"1,487"
114,312,Minun,1/366,"1,464"
115,313,Volbeat,1/838,"4,194"
116,314,Illumise,"1/1,040","3,120"
117,316,Gulpin,1/436,"5,674"
118,322,Numel,1/802,"4,014"
119,325,Spoink,1/487,"4,877"
120,333,Swablu,1/537,"6,444"
121,335,Zangoose,1/451,"4,964"
122,336,Seviper,"1/1,900","3,800"
123,337,Lunatone,1/687,"4,815"
124,338,Solrock,1/347,"5,899"
125,343,Baltoy,1/581,581
126,347,Anorith,1/45,45
127,349,Feebas,1/19,19
128,351,Castform,1/214,"2,357"
129,353,Shuppet,1/177,889
130,355,Duskull,1/332,"1,329"
131,358,Chimecho,1/196,787
132,359,Absol,1/56,112
133,366,Clamperl,1/51,257
134,369,Relicanth,1/507,"1,015"
135,370,Luvdisc,1/123,123
136,387,Turtwig,1/401,"1,203"
137,393,Piplup,1/351,351
138,396,Starly,1/331,"2,655"
139,399,Bidoof,1/456,"3,652"
140,410,Shieldon,1/320,320
141,415,Combee,1/576,"4,610"
142,422,Shellos,1/598,"10,774"
143,425,Drifloon,1/531,"2,125"
144,427,Buneary,1/479,"3,355"
145,431,Glameow,"1/1,461","2,923"
146,434,Stunky,1/640,"5,766"
147,436,Bronzor,1/90,453
148,441,Chatot,1/676,"3,380"
149,449,Hippopotas,1/275,550
150,453,Croagunk,1/569,569
151,456,Finneon,1/153,614
152,459,Snover,1/508,"5,084"
153,495,Snivy,1/690,"2,071"
154,498,Tepig,1/632,"1,898"
155,501,Oshawott,1/559,"2,237"
156,504,Patrat,"1/1,315","1,315"
157,506,Lillipup,1/870,"8,709"
158,509,Purrloin,1/566,"1,698"
159,511,Pansage,1/454,"4,994"
160,513,Pansear,"1/1,176","1,176"
161,515,Panpour,1/652,"4,566"
162,517,Munna,1/361,"1,806"
163,519,Pidove,1/575,"2,876"
164,522,Blitzle,1/755,"3,020"
165,524,Roggenrola,1/595,595
166,527,Woobat,1/393,786
167,529,Drilbur,1/299,"5,688"
168,531,Audino,1/67,268
169,535,Tympole,1/942,"3,769"
170,538,Throh,1/357,"4,647"
171,539,Sawk,1/434,"6,086"
172,540,Sewaddle,1/472,"7,564"
173,543,Venipede,1/662,"9,272"
174,546,Cottonee,1/584,"1,753"
175,557,Dwebble,1/426,853
176,559,Scraggy,1/239,719
177,562,Yamask,1/125,754
178,566,Archen,1/34,34
179,572,Minccino,1/641,"5,135"
180,574,Gothita,1/375,"2,626"
181,580,Ducklett,1/446,446
182,582,Vanillite,1/535,"1,070"
183,585,Deerling,1/677,677
184,587,Emolga,1/697,"3,489"
185,588,Karrablast,1/611,611
186,590,Foongus,1/119,238
187,594,Alomomola,1/13,27
188,595,Joltik,1/260,"2,348"
189,597,Ferroseed,1/366,732
190,602,Tynamo,1/365,365
191,607,Litwick,1/493,"1,479"
192,610,Axew,1/278,278
193,616,Shelmet,1/976,"1,953"
194,618,Stunfisk,1/186,559
195,619,Mienfoo,1/286,859
196,622,Golett,1/240,240
197,626,Bouffalant,1/424,"3,392"
198,631,Heatmor,1/615,"6,155"
199,632,Durant,1/678,"4,748"
200,661,Fletchling,"1/3,652","3,652"
201,667,Litleo,1/428,"5,145"
202,669,Flabebe,1/648,"9,074"
203,672,Skiddo,1/194,582
204,682,Spritzee,1/423,"5,925"
205,684,Swirlix,1/969,969
206,686,Inkay,1/180,360
207,688,Binacle,1/145,145
208,694,Helioptile,1/500,"4,504"
209,702,Dedenne,1/308,616
210,712,Bergmite,1/85,85
211,722,Rowlet,1/365,365
212,725,Litten,1/431,"3,886"
213,734,Yungoos,1/986,986
214,736,Grubbin,1/458,"5,045"
215,741,Oricorio,1/594,"7,139"
216,742,Cutiefly,1/367,"1,103"
217,747,Mareanie,1/62,187
218,759,Stufful,1/565,"5,651"
219,769,Sandygast,1/344,"3,102"
220,782,Jangmo-o,1/67,67
221,819,Skwovet,1/385,"2,312"
222,821,Rookidee,1/524,"16,263"
223,831,Wooloo,1/566,"3,399"
224,906,Sprigatito,1/701,"2,105"
225,909,Fuecoco,1/594,"3,567"
226,915,Lechonk,1/551,"4,412"
227,919,Nymble,1/481,"3,367"
228,921,Pawmi,1/792,"1,584"
229,928,Smoliv,1/301,"2,112"
