,id,name,rate,total
0,1,Bulbasaur,1/553,"3,320"
1,4,Charmander,1/290,290
2,7,Squirtle,"1/1,409","4,228"
3,10,Caterpie,1/521,"28,687"
4,13,Weedle,"1/1,790","1,790"
5,15,Beedrill,1/6,6
6,16,Pidgey,1/492,"39,856"
7,18,Pidgeot,1/218,218
8,19,Rattata,1/475,"19,502"
9,21,Spearow,1/577,"47,325"
10,23,Ekans,1/926,"13,895"
11,25,Pikachu,1/562,"5,062"
12,27,Sandshrew,1/443,"14,188"
13,32,Nidoran♂,1/413,"19,447"
14,35,Clefairy,1/689,"2,757"
15,37,Vulpix,1/676,"16,232"
16,39,Jigglypuff,1/529,"38,088"
17,41,Zubat,1/882,"10,590"
18,43,Oddish,1/457,"52,666"
19,46,Paras,1/565,"52,620"
20,48,Venonat,1/434,"29,124"
21,52,Meowth,1/482,"58,376"
22,54,Psyduck,1/656,"8,531"
23,56,Mankey,1/496,"57,101"
24,58,Growlithe,1/506,"47,587"
25,60,Poliwag,1/323,"8,417"
26,63,Abra,1/316,"5,701"
27,65,Alakazam,1/30,61
28,66,Machop,1/506,"46,562"
29,69,Bellsprout,1/441,"7,513"
30,72,Tentacool,1/865,"1,731"
31,74,Geodude,1/475,"25,206"
32,77,Ponyta,1/62,"134,606"
33,79,Slowpoke,1/809,"12,950"
34,80,Slowbro,1/163,819
35,81,Magnemite,1/699,"11,895"
36,88,Grimer,1/573,"44,156"
37,90,Shellder,1/525,"3,155"
38,92,Gastly,1/476,"32,881"
39,94,Gengar,1/98,196
40,95,Onix,1/60,"3,486"
41,98,Krabby,1/451,"1,805"
42,100,Voltorb,1/458,"24,281"
43,102,Exeggcute,1/665,"5,993"
44,106,Hitmonlee,1/570,"9,127"
45,107,Hitmonchan,1/421,"9,277"
46,108,Lickitung,1/57,"12,263"
47,109,Koffing,1/468,"138,307"
48,113,Chansey,1/64,"9,175"
49,114,Tangela,1/434,"11,724"
50,115,Kangaskhan,1/157,"1,885"
51,116,Horsea,1/230,"1,845"
52,118,Goldeen,1/396,"7,143"
53,120,Staryu,1/382,"1,148"
54,122,Mr. Mime,1/490,981
55,123,Scyther,1/68,"10,800"
56,124,Jynx,1/706,"4,237"
57,126,Magmar,1/386,"3,474"
58,127,Pinsir,1/126,887
59,128,Tauros,1/433,"3,897"
60,129,Magikarp,1/397,"7,158"
61,131,Lapras,1/67,134
62,133,Eevee,1/480,"51,891"
63,137,Porygon,1/509,"1,528"
64,143,Snorlax,1/315,"2,207"
65,152,Chikorita,"1/1,460","4,382"
66,155,Cyndaquil,1/551,"5,515"
67,158,Totodile,1/415,"4,158"
68,161,Sentret,1/354,"2,481"
69,163,Hoothoot,"1/2,084","2,084"
70,165,Ledyba,1/955,"2,867"
71,170,Chinchou,1/558,"1,674"
72,177,Natu,1/298,"2,384"
73,185,Sudowoodo,1/527,"4,743"
74,187,Hoppip,1/480,"3,843"
75,191,Sunkern,1/388,"1,943"
76,194,Wooper,1/606,"6,069"
77,198,Murkrow,1/650,"3,901"
78,200,Misdreavus,1/748,"2,245"
79,202,Wobbuffet,1/163,"1,632"
80,203,Girafarig,1/619,"1,238"
81,204,Pineco,1/64,"5,145"
82,207,Gligar,1/69,"1,802"
83,211,Qwilfish,1/789,"2,367"
84,213,Shuckle,1/410,"3,284"
85,215,Sneasel,1/47,"1,799"
86,216,Teddiursa,1/280,"2,528"
87,218,Slugma,1/324,"3,240"
88,222,Corsola,"1/1,475","1,475"
89,223,Remoraid,1/313,"2,825"
90,231,Phanpy,1/791,"3,164"
91,234,Stantler,1/820,820
92,246,Larvitar,1/149,448
93,261,Poochyena,1/305,"9,480"
94,265,Wurmple,"1/2,328","2,328"
95,270,Lotad,1/571,"4,573"
96,273,Seedot,1/545,"6,550"
97,276,Taillow,1/661,"6,614"
98,278,Wingull,1/514,"6,691"
99,280,Ralts,1/859,"3,439"
100,285,Shroomish,1/890,"7,121"
101,293,Whismur,1/472,"5,668"
102,300,Skitty,1/505,"5,056"
103,302,Sableye,1/21,43
104,304,Aron,1/311,"4,677"
105,311,Plusle,1/424,"3,393"
106,312,Minun,1/484,"3,392"
107,313,Volbeat,1/329,"4,283"
108,325,Spoink,1/388,"5,433"
