,id,name,rate,total
0,1,Bulbasaur,1/486,"38,395"
1,3,Venusaur,1/101,304
2,4,Charmander,1/412,"31,743"
3,6,Charizard,1/258,258
4,7,Squirtle,1/638,"21,722"
5,9,Blastoise,1/63,191
6,10,Caterpie,1/558,"12,837"
7,21,Spearow,1/454,"14,085"
8,23,Ekans,1/467,"21,990"
9,25,Pikachu,1/464,"17,644"
10,35,Clefairy,1/523,"7,329"
11,43,Oddish,1/781,"19,528"
12,48,Venonat,1/475,"9,030"
13,54,Psyduck,1/572,"12,587"
14,56,Mankey,1/392,"3,533"
15,58,Growlithe,1/526,"4,735"
16,60,Poliwag,1/361,"11,558"
17,69,Bellsprout,1/534,"12,298"
18,72,Tentacool,1/456,"1,370"
19,77,Ponyta,1/332,"4,328"
20,84,Doduo,1/396,"4,366"
21,86,Seel,1/607,"2,430"
22,90,Shellder,1/270,270
23,95,Onix,1/91,546
24,100,Voltorb,1/486,"17,522"
25,111,Rhyhorn,1/719,"6,472"
26,114,Tangela,1/843,843
27,115,Kangaskhan,1/786,"7,082"
28,124,Jynx,1/363,"2,905"
29,126,Magmar,1/520,"78,069"
30,128,Tauros,1/335,"2,015"
31,131,Lapras,1/126,"1,514"
32,133,Eevee,1/510,"20,922"
33,137,Porygon,1/464,"1,392"
34,140,Kabuto,1/409,"2,046"
35,142,Aerodactyl,1/74,815
36,147,Dratini,1/477,"3,823"
37,165,Ledyba,1/497,"2,985"
38,167,Spinarak,1/525,"21,010"
39,177,Natu,1/429,"16,753"
40,183,Marill,1/762,"19,829"
41,185,Sudowoodo,1/456,"1,369"
42,191,Sunkern,1/442,"8,400"
43,200,Misdreavus,1/530,"13,791"
44,209,Snubbull,1/435,"16,131"
45,216,Teddiursa,1/688,"5,509"
46,225,Delibird,1/296,"2,072"
47,234,Stantler,1/470,"3,290"
48,252,Treecko,1/630,"11,976"
49,255,Torchic,1/531,"12,218"
50,258,Mudkip,1/474,"29,428"
51,261,Poochyena,1/398,"8,756"
52,273,Seedot,1/489,"19,561"
53,276,Taillow,1/429,"16,326"
54,278,Wingull,1/572,"11,452"
55,287,Slakoth,1/587,"17,031"
56,296,Makuhita,1/602,"5,426"
57,299,Nosepass,1/571,"1,142"
58,300,Skitty,1/472,"8,970"
59,304,Aron,1/504,"23,692"
60,307,Meditite,"1/1,146","2,293"
61,311,Plusle,1/543,"12,507"
62,312,Minun,1/430,"12,491"
63,313,Volbeat,1/496,"3,975"
64,314,Illumise,1/341,"5,469"
65,318,Carvanha,1/467,"2,339"
66,320,Wailmer,1/414,414
67,333,Swablu,1/647,647
68,335,Zangoose,1/394,"3,944"
69,336,Seviper,1/335,"2,682"
70,338,Solrock,1/718,"1,437"
71,339,Barboach,1/888,"17,763"
72,343,Baltoy,1/275,"1,926"
73,345,Lileep,1/306,"2,756"
74,347,Anorith,1/607,"1,823"
75,349,Feebas,1/62,"3,509"
76,351,Castform,1/864,"19,028"
77,353,Shuppet,1/514,"4,633"
78,361,Snorunt,1/189,379
79,371,Bagon,1/653,"3,921"
80,387,Turtwig,1/547,"30,117"
81,390,Chimchar,1/457,"29,769"
82,393,Piplup,1/359,"20,829"
83,399,Bidoof,1/590,"25,998"
84,408,Cranidos,1/288,576
85,431,Glameow,1/605,"13,313"
86,436,Bronzor,1/89,897
87,449,Hippopotas,1/337,"7,416"
88,453,Croagunk,1/737,"22,125"
89,506,Lillipup,1/483,"22,734"
90,519,Pidove,1/512,"31,798"
91,527,Woobat,1/554,"5,549"
92,538,Throh,1/438,"2,631"
93,539,Sawk,"1/1,286","3,860"
94,557,Dwebble,1/528,"20,611"
95,568,Trubbish,1/404,808
96,572,Minccino,1/489,"14,197"
97,597,Ferroseed,1/535,"3,212"
98,631,Heatmor,"1/1,460","1,460"
99,632,Durant,1/387,"5,418"
100,659,Bunnelby,1/487,"5,358"
101,661,Fletchling,1/433,"6,065"
