,id,name,rate,total
0,13,Weedle,1/807,"8,074"
1,15,Beedrill,1/132,397
2,16,Pidgey,1/406,"19,920"
3,18,Pidgeot,1/121,"1,215"
4,19,Rattata,1/503,"4,527"
5,23,Ekans,1/603,"7,842"
6,25,Pikachu,1/114,"40,684"
7,27,Sandshrew,1/495,"10,398"
8,29,Nidoran♀,1/528,"11,105"
9,32,Nidoran♂,1/533,"10,678"
10,35,Clefairy,1/612,"18,383"
11,37,Vulpix,1/666,"25,312"
12,41,Zubat,1/668,"20,735"
13,48,Venonat,1/477,"5,728"
14,52,Meowth,1/652,"9,137"
15,54,Psyduck,"1/1,604","1,604"
16,58,Growlithe,1/608,"97,914"
17,74,Geodude,1/420,"6,301"
18,77,Ponyta,1/62,880
19,79,Slowpoke,1/66,"63,126"
20,80,Slowbro,1/114,918
21,81,Magnemite,1/664,"12,619"
22,84,Doduo,1/408,"5,713"
23,92,Gastly,1/627,"15,061"
24,94,Gengar,1/279,558
25,95,Onix,1/150,301
26,98,Krabby,1/177,886
27,103,Exeggutor,1/63,"16,774"
28,104,Cubone,1/292,"2,048"
29,108,Lickitung,1/60,"7,038"
30,109,Koffing,1/547,"77,194"
31,111,Rhyhorn,1/567,"6,238"
32,113,Chansey,1/75,"3,538"
33,115,Kangaskhan,1/140,"5,617"
34,118,Goldeen,1/322,"1,936"
35,120,Staryu,1/483,966
36,122,Mr. Mime,1/696,"4,180"
37,123,Scyther,1/54,"1,637"
38,124,Jynx,1/279,"1,675"
39,126,Magmar,1/240,240
40,127,Pinsir,1/212,424
41,128,Tauros,1/248,"2,232"
42,129,Magikarp,1/504,"67,142"
43,131,Lapras,1/83,"1,592"
44,133,Eevee,1/601,"30,696"
45,142,Aerodactyl,1/28,141
46,143,Snorlax,1/606,"3,638"
47,152,Chikorita,1/458,"15,134"
48,155,Cyndaquil,1/535,"14,986"
49,158,Totodile,1/352,"16,193"
50,163,Hoothoot,1/394,"10,660"
51,167,Spinarak,1/866,"8,667"
52,170,Chinchou,1/554,"23,823"
53,176,Togetic,1/535,"24,075"
54,179,Mareep,1/492,"11,334"
55,181,Ampharos,1/155,"1,245"
56,185,Sudowoodo,1/911,"1,822"
57,190,Aipom,1/565,"11,307"
58,194,Wooper,1/466,"40,127"
59,200,Misdreavus,1/792,792
60,203,Girafarig,1/546,"6,009"
61,204,Pineco,1/52,"3,689"
62,207,Gligar,1/64,451
63,216,Teddiursa,1/781,"8,591"
64,218,Slugma,1/466,"1,398"
65,220,Swinub,1/476,"9,530"
66,222,Corsola,1/307,"3,074"
67,228,Houndour,1/497,"4,479"
68,234,Stantler,1/551,"7,173"
69,237,Hitmontop,1/432,"29,412"
70,246,Larvitar,1/567,567
71,261,Poochyena,1/568,"15,339"
72,263,Zigzagoon,1/68,"19,370"
73,265,Wurmple,1/471,"8,488"
74,270,Lotad,1/500,"86,630"
75,273,Seedot,1/745,"17,893"
76,276,Taillow,1/458,"10,076"
77,278,Wingull,1/553,"6,088"
78,280,Ralts,1/367,"5,873"
79,282,Gardevoir,1/123,"2,229"
80,285,Shroomish,1/486,"28,229"
81,287,Slakoth,1/616,"11,090"
82,296,Makuhita,1/514,"15,420"
83,302,Sableye,1/98,"2,169"
84,304,Aron,1/502,"7,537"
85,306,Aggron,1/244,244
86,307,Meditite,1/504,"8,572"
87,308,Medicham,1/145,"1,605"
88,309,Electrike,1/453,"4,988"
89,310,Manectric,1/159,799
90,313,Volbeat,1/334,"1,004"
91,314,Illumise,1/238,955
92,316,Gulpin,1/621,"16,784"
93,318,Carvanha,1/366,"1,466"
94,328,Trapinch,1/349,"2,097"
95,333,Swablu,1/655,"20,978"
96,335,Zangoose,1/183,"1,471"
97,336,Seviper,1/265,795
98,337,Lunatone,1/691,"2,767"
99,338,Solrock,1/780,"7,027"
100,339,Barboach,1/344,"4,128"
101,343,Baltoy,1/270,811
102,345,Lileep,1/497,"2,985"
103,347,Anorith,1/539,"2,699"
104,353,Shuppet,1/506,"8,106"
105,354,Banette,1/96,"1,540"
106,358,Chimecho,1/527,"33,735"
107,359,Absol,1/70,420
108,371,Bagon,1/380,"8,363"
109,373,Salamence,1/213,641
110,374,Beldum,1/576,"10,374"
111,396,Starly,1/541,"10,839"
112,399,Bidoof,1/444,"12,436"
113,418,Buizel,1/325,"1,300"
114,422,Shellos,1/845,"2,537"
115,427,Buneary,1/605,"17,566"
116,428,Lopunny,1/138,"6,102"
117,431,Glameow,1/721,"14,432"
118,436,Bronzor,1/52,"4,186"
119,453,Croagunk,1/475,"33,299"
120,456,Finneon,1/483,"4,830"
121,495,Snivy,1/432,"4,757"
122,498,Tepig,1/270,"4,865"
123,501,Oshawott,1/847,"5,083"
124,506,Lillipup,1/420,"25,210"
125,511,Pansage,1/496,"4,469"
126,513,Pansear,1/526,"2,104"
127,515,Panpour,1/336,"4,709"
128,519,Pidove,1/542,"15,203"
129,524,Roggenrola,1/643,"2,574"
130,527,Woobat,1/647,"11,661"
131,529,Drilbur,1/972,"1,945"
132,535,Tympole,"1/1,446","2,892"
133,538,Throh,1/237,"3,563"
134,539,Sawk,1/696,"8,362"
135,543,Venipede,1/411,"3,295"
136,548,Petilil,1/783,"2,351"
137,554,Darumaka,1/459,"11,026"
138,557,Dwebble,1/948,"12,330"
139,559,Scraggy,1/410,"6,570"
140,588,Karrablast,1/588,"4,704"
141,590,Foongus,1/414,"13,680"
142,592,Frillish,1/324,"3,898"
143,605,Elgyem,1/548,"3,840"
144,613,Cubchoo,1/538,"9,688"
145,616,Shelmet,1/368,"3,688"
146,618,Stunfisk,1/65,"6,495"
147,622,Golett,1/266,266
148,627,Rufflet,1/469,469
149,632,Durant,1/350,"1,752"
150,633,Deino,1/442,"1,328"
151,661,Fletchling,1/944,"4,722"
152,667,Litleo,1/671,"2,686"
153,682,Spritzee,1/291,"4,377"
154,684,Swirlix,1/712,"17,095"
155,688,Binacle,1/679,"1,359"
156,690,Skrelp,1/552,"1,105"
157,692,Clauncher,1/876,"1,753"
158,696,Tyrunt,1/587,587
159,698,Amaura,1/298,"2,091"
160,702,Dedenne,1/434,"16,504"
161,704,Goomy,1/440,"6,166"
162,736,Grubbin,1/569,"20,502"
163,751,Dewpider,1/584,"4,679"
164,753,Fomantis,1/333,"5,005"
165,765,Oranguru,1/676,"2,029"
166,915,Lechonk,1/477,"47,734"
