,id,name,rate,total
0,1,Bulbasaur,1/553,"1,660"
1,7,Squirtle,1/291,"1,751"
2,10,Caterpie,1/595,"11,912"
3,13,Weedle,1/161,805
4,16,Pidgey,1/497,"16,911"
5,19,Rattata,1/451,"7,672"
6,21,Spearow,1/457,"20,140"
7,23,Ekans,1/521,"6,778"
8,25,Pikachu,1/563,"2,255"
9,27,Sandshrew,1/760,"6,841"
10,32,Nidoran♂,1/570,"8,562"
11,37,Vulpix,1/484,"7,262"
12,39,Jigglypuff,1/579,"17,379"
13,41,Zubat,1/380,"4,941"
14,43,Oddish,1/508,"24,400"
15,46,Paras,1/649,"25,965"
16,48,Venonat,1/375,"13,905"
17,52,Meowth,1/554,"26,064"
18,54,Psyduck,1/457,"4,117"
19,56,Mankey,1/760,"25,101"
20,58,Growlithe,1/290,"25,816"
21,60,Poliwag,1/415,"4,157"
22,63,Abra,1/636,"2,545"
23,66,Machop,1/478,"20,082"
24,69,Bellsprout,1/790,"4,745"
25,72,Tentacool,"1/1,006","1,006"
26,74,Geodude,1/547,"10,948"
27,77,Ponyta,1/453,"2,267"
28,79,Slowpoke,1/552,"4,972"
29,80,Slowbro,1/87,348
30,81,Magnemite,1/486,"5,353"
31,88,Grimer,1/626,"18,180"
32,90,Shellder,"1/1,479","1,479"
33,92,Gastly,1/623,"14,333"
34,94,Gengar,1/79,79
35,95,Onix,1/52,"1,412"
36,98,Krabby,1/278,834
37,100,Voltorb,1/576,"9,231"
38,102,Exeggcute,"1/1,320","3,962"
39,104,Cubone,1/123,123
40,106,Hitmonlee,1/754,"3,770"
41,107,Hitmonchan,1/543,"3,803"
42,108,Lickitung,1/53,"5,106"
43,109,Koffing,1/424,"14,432"
44,113,Chansey,1/64,"3,912"
45,114,Tangela,1/318,"5,088"
46,115,Kangaskhan,1/210,"1,471"
47,116,Horsea,"1/1,053","1,053"
48,118,Goldeen,1/431,"3,452"
49,120,Staryu,1/567,567
50,123,Scyther,1/57,"5,090"
51,124,Jynx,1/310,930
52,125,Electabuzz,1/280,280
