,id,name,rate,total
0,1,Bulbasaur,1/486,"17,524"
1,3,Venusaur,1/94,"1,420"
2,4,Charmander,1/496,"16,395"
3,6,Charizard,1/83,"1,506"
4,7,Squirtle,1/535,"12,325"
5,9,Blastoise,1/146,"1,026"
6,10,Caterpie,1/513,"13,346"
7,21,Spearow,1/353,"5,657"
8,23,Ekans,1/566,"53,249"
9,25,Pikachu,1/64,"200,496"
10,37,Vulpix,1/442,"52,638"
11,41,Zubat,1/506,"24,839"
12,43,Oddish,1/535,"16,060"
13,46,Paras,1/503,"16,631"
14,50,Diglett,1/733,733
15,52,Meowth,1/120,"26,377"
16,56,Mankey,1/653,"19,595"
17,58,Growlithe,1/61,"42,029"
18,63,Abra,1/629,"6,294"
19,65,Alakazam,1/32,65
20,66,Machop,1/636,"25,457"
21,69,Bellsprout,1/756,"7,569"
22,72,Tentacool,1/573,"8,601"
23,79,Slowpoke,1/436,"15,272"
24,80,Slowbro,1/174,698
25,81,Magnemite,1/501,"19,066"
26,86,Seel,1/398,"7,164"
27,90,Shellder,"1/1,058","5,290"
28,95,Onix,1/62,809
29,98,Krabby,1/521,"11,473"
30,100,Voltorb,1/96,"39,932"
31,102,Exeggcute,1/531,"9,029"
32,103,Exeggutor,1/43,345
33,104,Cubone,1/302,"1,812"
34,108,Lickitung,1/64,"58,754"
35,109,Koffing,1/585,"35,741"
36,111,Rhyhorn,1/469,"65,209"
37,114,Tangela,1/614,"28,881"
38,115,Kangaskhan,1/147,"3,834"
39,122,Mr. Mime,1/812,"4,876"
40,123,Scyther,1/64,"7,285"
41,124,Jynx,1/457,"2,287"
42,125,Electabuzz,1/423,"19,059"
43,126,Magmar,1/649,"58,424"
44,128,Tauros,1/772,"3,864"
45,133,Eevee,1/531,"119,155"
46,137,Porygon,1/566,"18,709"
47,138,Omanyte,1/315,"2,841"
48,140,Kabuto,1/424,"2,970"
49,142,Aerodactyl,1/46,891
50,147,Dratini,1/586,"3,518"
51,161,Sentret,1/514,"52,467"
52,163,Hoothoot,1/427,"23,955"
53,165,Ledyba,1/726,"7,263"
54,170,Chinchou,1/468,"43,572"
55,176,Togetic,1/520,"115,519"
56,179,Mareep,1/399,"7,994"
57,181,Ampharos,1/79,"1,036"
58,183,Marill,1/499,"49,406"
59,187,Hoppip,1/617,"37,661"
60,190,Aipom,1/552,"78,440"
61,191,Sunkern,1/435,"9,154"
62,193,Yanma,1/549,"78,085"
63,194,Wooper,1/639,"53,707"
64,198,Murkrow,1/507,"110,595"
65,200,Misdreavus,1/484,"25,208"
66,202,Wobbuffet,1/481,"7,221"
