,id,name,rate,total
0,21,Spearow,1/642,"22,491"
1,23,Ekans,1/435,"14,817"
2,25,Pikachu,1/969,"5,818"
3,27,Sandshrew,1/429,"17,604"
4,29,Nidoran♀,1/697,"4,186"
5,32,Nidoran♂,1/528,"4,227"
6,35,Clefairy,1/303,"2,730"
7,37,Vulpix,1/512,"5,632"
8,39,Jigglypuff,1/579,"5,799"
9,41,Zubat,1/490,"13,744"
10,46,Paras,1/413,413
11,48,Venonat,1/670,"2,681"
12,50,Diglett,1/481,"24,575"
13,66,Machop,1/835,"13,362"
14,69,Bellsprout,1/545,"14,736"
15,72,Tentacool,1/414,"11,612"
16,81,Magnemite,1/719,"3,599"
17,84,Doduo,1/753,"13,566"
18,86,Seel,1/347,695
19,88,Grimer,1/456,"10,038"
20,92,Gastly,1/728,"5,825"
21,96,Drowzee,1/731,"1,463"
22,100,Voltorb,1/800,"24,819"
23,104,Cubone,1/340,"3,405"
24,111,Rhyhorn,"1/1,027","3,083"
25,113,Chansey,1/91,910
26,114,Tangela,1/492,"6,405"
27,115,Kangaskhan,1/130,"4,580"
28,118,Goldeen,1/372,"10,048"
29,120,Staryu,1/284,"1,709"
30,122,Mr. Mime,1/200,400
31,123,Scyther,1/80,963
32,124,Jynx,1/502,"1,005"
33,128,Tauros,1/481,"2,889"
34,129,Magikarp,1/619,"12,391"
35,130,Gyarados,1/126,633
36,133,Eevee,1/591,"23,064"
37,142,Aerodactyl,1/60,240
38,143,Snorlax,1/426,"1,280"
39,147,Dratini,"1/1,009","1,009"
40,152,Chikorita,1/467,"21,040"
41,155,Cyndaquil,1/409,"21,292"
42,158,Totodile,1/492,"21,658"
43,161,Sentret,1/558,"28,473"
44,163,Hoothoot,1/519,"8,838"
45,167,Spinarak,1/403,"12,898"
46,170,Chinchou,1/380,"17,860"
47,177,Natu,1/564,"10,728"
48,179,Mareep,1/512,"19,989"
49,181,Ampharos,1/90,632
50,185,Sudowoodo,1/410,"2,054"
51,187,Hoppip,1/560,"7,842"
52,191,Sunkern,1/372,"5,955"
53,193,Yanma,1/298,"14,925"
54,194,Wooper,1/468,"18,735"
55,198,Murkrow,1/399,"6,792"
56,203,Girafarig,1/510,"1,530"
57,204,Pineco,1/134,268
58,206,Dunsparce,1/541,"4,331"
59,207,Gligar,1/38,382
60,209,Snubbull,1/500,"22,034"
61,211,Qwilfish,1/425,"3,402"
62,215,Sneasel,1/151,303
63,216,Teddiursa,1/382,"5,738"
64,220,Swinub,1/457,"16,485"
65,222,Corsola,1/427,"2,562"
66,226,Mantine,1/292,"4,098"
67,228,Houndour,"1/1,269","2,538"
68,229,Houndoom,1/34,69
69,231,Phanpy,1/670,"3,353"
70,234,Stantler,1/518,"4,663"
71,241,Miltank,1/555,"3,333"
72,263,Zigzagoon,1/466,"29,412"
73,273,Seedot,1/531,"33,485"
74,276,Taillow,1/636,"8,279"
75,278,Wingull,1/523,"15,167"
76,285,Shroomish,1/550,"3,304"
77,290,Nincada,1/212,212
78,293,Whismur,1/618,"12,367"
79,296,Makuhita,1/318,"11,783"
80,299,Nosepass,1/336,"1,009"
81,300,Skitty,1/358,"2,868"
82,302,Sableye,1/740,740
83,307,Meditite,1/417,"1,668"
84,309,Electrike,1/968,"5,811"
85,310,Manectric,1/61,245
86,313,Volbeat,1/625,"1,250"
87,314,Illumise,"1/1,032","1,032"
88,318,Carvanha,1/687,"4,127"
89,320,Wailmer,1/437,"7,876"
90,322,Numel,1/418,"4,608"
91,328,Trapinch,1/477,"16,237"
92,335,Zangoose,1/688,"4,129"
93,336,Seviper,1/654,"3,270"
94,337,Lunatone,1/606,"3,032"
95,338,Solrock,1/574,"5,170"
96,339,Barboach,1/444,"7,119"
97,345,Lileep,"1/1,073","2,147"
98,347,Anorith,1/427,"2,139"
99,349,Feebas,1/72,"4,012"
100,351,Castform,1/616,"12,326"
101,353,Shuppet,"1/1,250","3,750"
102,355,Duskull,1/817,"4,903"
103,363,Spheal,1/740,"2,961"
104,371,Bagon,1/955,"1,910"
105,374,Beldum,1/434,"4,775"
106,396,Starly,1/590,"28,947"
107,412,Burmy,1/521,"10,433"
108,415,Combee,1/356,"3,926"
109,425,Drifloon,1/427,"7,696"
110,431,Glameow,1/435,"19,162"
111,449,Hippopotas,1/870,"1,741"
112,451,Skorupi,1/370,"4,816"
113,453,Croagunk,1/591,"10,647"
114,495,Snivy,1/402,"6,438"
115,498,Tepig,1/348,"6,625"
116,501,Oshawott,1/929,"6,505"
117,511,Pansage,1/595,"2,975"
118,513,Pansear,1/188,188
119,515,Panpour,1/546,"4,920"
120,517,Munna,1/518,"9,335"
121,527,Woobat,1/511,"7,165"
122,538,Throh,1/896,"5,377"
123,539,Sawk,1/398,"7,176"
124,543,Venipede,"1/1,089","5,448"
125,557,Dwebble,1/466,"5,136"
126,605,Elgyem,1/396,"2,376"
127,631,Heatmor,"1/1,060","1,060"
128,632,Durant,1/447,"5,370"
129,659,Bunnelby,1/603,"1,809"
130,661,Fletchling,1/468,"7,965"
131,686,Inkay,1/343,"7,221"
132,734,Yungoos,1/447,"18,779"
133,759,Stufful,1/380,"27,745"
