,id,name,rate,total
0,1,Bulbasaur,1/493,"123,851"
1,4,Charmander,1/481,"148,805"
2,6,Charizard,1/8,17
3,7,Squirtle,1/515,"181,902"
4,10,Caterpie,1/520,"10,935"
5,13,Weedle,1/551,"6,622"
6,16,Pidgey,1/605,"9,695"
7,19,Rattata,1/446,"12,046"
8,20,Raticate,1/135,270
9,21,Spearow,1/509,"6,624"
10,23,Ekans,1/535,"5,890"
11,25,Pikachu,1/62,"105,761"
12,27,Sandshrew,1/423,"2,543"
13,29,Nidoran♀,1/459,"6,896"
14,32,Nidoran♂,1/396,"4,753"
15,33,Nidorino,1/49,49
16,35,Clefairy,1/658,"5,267"
17,37,Vulpix,1/205,"2,259"
18,39,Jigglypuff,1/62,"258,438"
19,43,Oddish,1/546,"9,282"
20,46,Paras,1/806,"4,033"
21,48,Venonat,1/468,"3,751"
22,50,Diglett,1/612,"3,675"
23,52,Meowth,1/115,"7,985"
24,54,Psyduck,1/302,"6,055"
25,56,Mankey,1/567,"3,974"
26,58,Growlithe,1/195,"5,074"
27,60,Poliwag,1/363,"5,459"
28,63,Abra,1/479,"5,757"
29,66,Machop,1/568,"7,392"
30,69,Bellsprout,1/455,"4,103"
31,74,Geodude,1/540,"6,490"
32,77,Ponyta,1/122,"2,325"
33,79,Slowpoke,1/702,"2,107"
34,80,Slowbro,1/14,14
35,81,Magnemite,1/514,"5,654"
36,83,Farfetch'd,1/63,"1,010"
37,84,Doduo,1/714,"2,859"
38,88,Grimer,1/211,"4,871"
39,92,Gastly,1/345,"3,450"
40,95,Onix,1/40,444
41,96,Drowzee,1/431,"5,609"
42,98,Krabby,1/155,155
43,100,Voltorb,"1/1,025","2,051"
44,102,Exeggcute,1/385,"7,714"
45,104,Cubone,1/443,"4,876"
46,106,Hitmonlee,1/315,"2,206"
47,107,Hitmonchan,1/320,"2,240"
48,108,Lickitung,1/64,"1,733"
49,109,Koffing,1/225,"2,475"
50,111,Rhyhorn,1/565,"5,653"
51,113,Chansey,1/89,"1,254"
52,114,Tangela,1/601,"1,203"
53,115,Kangaskhan,1/150,"1,353"
54,118,Goldeen,1/494,494
55,120,Staryu,1/251,251
56,122,Mr. Mime,1/920,920
57,123,Scyther,1/71,"1,940"
58,124,Jynx,1/166,"1,162"
59,125,Electabuzz,1/735,"2,207"
60,126,Magmar,"1/1,047","2,094"
61,127,Pinsir,1/145,"1,019"
62,128,Tauros,"1/1,473","2,946"
63,129,Magikarp,1/497,995
64,131,Lapras,1/67,202
65,133,Eevee,1/848,"6,786"
66,137,Porygon,1/925,925
67,140,Kabuto,1/292,292
68,142,Aerodactyl,1/60,424
69,143,Snorlax,1/729,"2,189"
70,152,Chikorita,1/554,"4,435"
71,155,Cyndaquil,1/489,"7,340"
72,158,Totodile,1/491,"1,475"
73,161,Sentret,1/606,"1,213"
74,163,Hoothoot,1/67,"259,432"
75,165,Ledyba,"1/1,170","1,170"
76,167,Spinarak,1/181,362
77,176,Togetic,"1/1,027","1,027"
78,177,Natu,1/474,"10,436"
79,179,Mareep,1/307,"7,693"
80,183,Marill,1/194,972
81,185,Sudowoodo,1/570,"2,853"
82,187,Hoppip,1/563,"5,075"
83,190,Aipom,1/359,359
84,191,Sunkern,1/337,675
85,193,Yanma,1/381,"4,196"
86,194,Wooper,1/506,"3,543"
87,198,Murkrow,1/395,"5,531"
88,200,Misdreavus,1/598,"4,190"
89,202,Wobbuffet,1/103,519
90,203,Girafarig,1/638,"1,277"
91,204,Pineco,1/52,260
92,206,Dunsparce,1/411,"4,522"
93,207,Gligar,1/57,342
94,209,Snubbull,1/466,"6,531"
95,213,Shuckle,1/421,421
96,218,Slugma,1/337,"1,013"
97,222,Corsola,1/314,"1,258"
98,223,Remoraid,1/254,509
99,227,Skarmory,1/41,461
100,228,Houndour,1/406,"4,876"
101,231,Phanpy,1/492,"1,970"
102,234,Stantler,1/209,"1,049"
103,237,Hitmontop,1/467,"1,871"
104,241,Miltank,1/756,"1,512"
105,252,Treecko,1/576,"1,153"
106,255,Torchic,1/412,412
107,258,Mudkip,"1/1,025","1,025"
108,261,Poochyena,1/451,"9,480"
109,263,Zigzagoon,1/91,"7,384"
110,265,Wurmple,1/69,"4,542"
111,273,Seedot,1/227,"1,364"
112,276,Taillow,1/556,"9,452"
113,278,Wingull,1/755,"3,775"
