,id,name,rate,total
0,1,Bulbasaur,1/105,"5,691"
1,3,Venusaur,1/151,302
2,4,Charmander,1/128,"44,965"
3,6,Charizard,1/188,"2,261"
4,7,Squirtle,1/138,"4,144"
5,9,Blastoise,1/243,"1,461"
6,10,Caterpie,1/529,"40,207"
7,13,Weedle,1/871,"1,742"
8,15,Beedrill,1/70,140
9,16,Pidgey,1/514,"58,146"
10,18,Pidgeot,1/99,"2,998"
11,19,Rattata,1/453,"24,019"
12,21,Spearow,1/601,"69,169"
13,23,Ekans,1/425,"25,109"
14,25,Pikachu,1/917,"7,341"
15,27,Sandshrew,1/453,"22,687"
16,29,Nidoran♀,1/519,"19,757"
17,32,Nidoran♂,1/495,"28,222"
18,35,Clefairy,1/526,"17,887"
19,37,Vulpix,1/620,"25,458"
20,39,Jigglypuff,1/550,"53,420"
21,41,Zubat,1/632,"13,906"
22,43,Oddish,1/539,"73,908"
23,46,Paras,1/506,"74,910"
24,48,Venonat,1/503,"41,791"
25,50,Diglett,1/522,"51,749"
26,52,Meowth,1/561,"75,753"
27,54,Psyduck,1/442,"9,735"
28,56,Mankey,1/488,"71,800"
29,58,Growlithe,1/442,"77,451"
30,60,Poliwag,1/530,"9,550"
31,63,Abra,1/363,"6,909"
32,65,Alakazam,1/117,"2,464"
33,66,Machop,1/475,"65,158"
34,69,Bellsprout,1/427,"41,477"
35,72,Tentacool,1/769,769
36,74,Geodude,1/462,"30,545"
37,77,Ponyta,1/414,"7,038"
38,79,Slowpoke,1/471,"12,733"
39,80,Slowbro,1/156,"3,753"
40,81,Magnemite,1/486,"14,596"
41,84,Doduo,1/578,"35,896"
42,86,Seel,1/295,"1,477"
43,88,Grimer,1/527,"56,405"
44,90,Shellder,1/435,"7,832"
45,92,Gastly,1/501,"41,618"
46,94,Gengar,1/167,"2,512"
47,95,Onix,1/72,"4,154"
48,98,Krabby,1/300,"4,211"
49,100,Voltorb,1/521,"28,694"
50,102,Exeggcute,1/455,"27,330"
51,104,Cubone,1/461,"35,070"
52,106,Hitmonlee,1/382,"11,474"
53,107,Hitmonchan,1/611,"11,619"
54,108,Lickitung,1/63,"14,960"
55,109,Koffing,1/500,"45,566"
56,111,Rhyhorn,1/440,"2,203"
57,113,Chansey,1/61,"43,857"
58,114,Tangela,1/533,"12,799"
59,115,Kangaskhan,1/105,"1,902"
60,116,Horsea,1/704,704
61,118,Goldeen,1/419,"7,972"
62,120,Staryu,1/565,"2,262"
63,122,Mr. Mime,1/641,"1,923"
64,123,Scyther,1/63,"14,872"
65,124,Jynx,1/609,"8,533"
66,125,Electabuzz,"1/1,032","4,131"
67,126,Magmar,1/615,"5,541"
68,127,Pinsir,1/232,"1,626"
69,128,Tauros,1/558,"4,465"
70,129,Magikarp,1/488,"5,377"
71,130,Gyarados,1/155,311
72,131,Lapras,1/88,"2,826"
73,133,Eevee,1/563,"70,459"
74,137,Porygon,1/434,"6,079"
75,142,Aerodactyl,1/51,924
76,143,Snorlax,1/331,"10,263"
77,147,Dratini,1/946,"1,892"
78,152,Chikorita,1/565,"3,395"
79,155,Cyndaquil,"1/1,025","3,077"
80,158,Totodile,1/375,"4,504"
81,163,Hoothoot,"1/1,359","1,359"
82,165,Ledyba,1/914,914
83,176,Togetic,1/378,"7,571"
84,177,Natu,1/348,"7,314"
85,179,Mareep,1/450,"11,719"
86,185,Sudowoodo,1/451,"11,747"
87,187,Hoppip,1/550,"7,701"
88,193,Yanma,1/407,"6,513"
89,194,Wooper,1/297,"8,919"
90,198,Murkrow,1/457,"11,900"
91,200,Misdreavus,1/336,"5,720"
92,207,Gligar,1/44,"1,956"
93,209,Snubbull,1/359,"8,267"
94,213,Shuckle,1/749,"3,749"
95,218,Slugma,1/450,"2,250"
96,222,Corsola,1/510,"2,040"
97,227,Skarmory,1/70,"2,533"
98,231,Phanpy,1/553,"7,745"
99,246,Larvitar,1/535,"1,070"
100,261,Poochyena,1/566,"10,190"
101,273,Seedot,1/540,"5,403"
102,280,Ralts,1/735,"8,094"
103,282,Gardevoir,1/60,241
104,283,Surskit,1/551,"7,726"
105,285,Shroomish,1/186,186
106,287,Slakoth,1/306,"4,910"
107,290,Nincada,1/57,"2,253"
108,293,Whismur,1/522,"8,876"
109,296,Makuhita,1/378,"8,321"
110,299,Nosepass,1/397,"5,957"
111,300,Skitty,1/421,"12,222"
112,303,Mawile,1/62,"2,057"
113,307,Meditite,1/376,376
114,308,Medicham,1/33,66
115,309,Electrike,1/522,"5,229"
116,313,Volbeat,1/402,"6,031"
117,314,Illumise,1/624,"4,373"
118,316,Gulpin,1/534,"9,613"
119,328,Trapinch,1/557,"3,343"
120,333,Swablu,"1/1,017","7,125"
121,335,Zangoose,1/542,"5,964"
122,336,Seviper,1/748,"4,490"
123,337,Lunatone,1/730,"4,384"
124,338,Solrock,1/534,"5,874"
125,341,Corphish,"1/2,405","2,405"
126,351,Castform,1/711,"8,542"
127,353,Shuppet,1/596,"8,941"
128,354,Banette,1/303,303
129,355,Duskull,1/445,"9,348"
130,359,Absol,1/85,"4,701"
131,366,Clamperl,1/61,"5,548"
132,371,Bagon,1/623,"5,608"
133,396,Starly,1/477,"9,553"
134,399,Bidoof,1/556,"14,478"
135,408,Cranidos,1/402,"10,066"
136,410,Shieldon,1/664,"2,658"
137,412,Burmy,1/867,867
138,418,Buizel,"1/1,894","7,579"
139,422,Shellos,1/471,"10,373"
140,425,Drifloon,1/520,"6,247"
141,427,Buneary,1/599,"12,589"
142,428,Lopunny,1/155,"2,337"
143,431,Glameow,1/431,"12,946"
144,434,Stunky,"1/1,047","9,425"
145,436,Bronzor,1/60,"10,651"
146,441,Chatot,1/318,"1,911"
147,449,Hippopotas,1/603,"6,039"
148,456,Finneon,1/528,"1,056"
149,495,Snivy,1/577,"8,086"
150,498,Tepig,1/476,"8,100"
151,501,Oshawott,1/558,"8,376"
152,506,Lillipup,1/573,"14,349"
153,509,Purrloin,1/634,"6,345"
154,511,Pansage,1/796,"3,982"
155,513,Pansear,1/473,"1,893"
156,515,Panpour,1/413,"4,547"
157,517,Munna,1/630,"6,300"
158,519,Pidove,1/575,"13,225"
159,522,Blitzle,1/482,"13,513"
160,527,Woobat,1/856,"11,994"
161,529,Drilbur,1/470,"7,534"
162,531,Audino,1/386,"7,720"
163,535,Tympole,1/514,"4,112"
164,538,Throh,1/737,"4,425"
165,539,Sawk,1/486,"5,837"
166,543,Venipede,1/212,"1,273"
167,546,Cottonee,1/784,"6,272"
168,548,Petilil,1/608,608
169,554,Darumaka,1/616,"27,136"
170,559,Scraggy,1/740,"3,702"
171,570,Zorua,1/459,"3,215"
172,592,Frillish,1/258,"3,104"
173,594,Alomomola,1/63,"3,156"
174,597,Ferroseed,"1/1,323","2,646"
175,605,Elgyem,1/807,"4,843"
176,607,Litwick,1/555,"19,432"
177,610,Axew,1/543,"4,887"
178,618,Stunfisk,1/724,"4,345"
179,627,Rufflet,"1/1,003","4,012"
180,631,Heatmor,1/308,"5,863"
181,632,Durant,1/345,"4,495"
182,633,Deino,1/485,"4,858"
183,667,Litleo,1/756,"8,324"
184,669,Flabebe,1/487,"13,174"
185,676,Furfrou,1/423,"5,502"
186,686,Inkay,1/445,890
187,688,Binacle,1/383,"3,453"
188,692,Clauncher,1/306,612
189,694,Helioptile,1/321,"1,285"
190,702,Dedenne,1/459,"10,106"
191,704,Goomy,1/394,"1,972"
192,714,Noibat,1/352,"3,171"
193,734,Yungoos,1/648,"17,517"
194,736,Grubbin,1/428,"9,846"
