,id,name,rate,total
0,1,Bulbasaur,1/452,"2,264"
1,3,Venusaur,1/79,396
2,4,Charmander,1/831,"1,662"
3,6,Charizard,1/317,317
4,7,Squirtle,1/373,"1,494"
5,9,Blastoise,1/258,258
6,10,Caterpie,1/436,"3,929"
7,13,Weedle,1/422,"5,497"
8,16,Pidgey,1/481,"14,911"
9,18,Pidgeot,1/78,78
10,19,Rattata,1/854,854
11,21,Spearow,1/636,"5,095"
12,23,Ekans,1/422,"6,762"
13,25,Pikachu,"1/1,375","2,750"
14,27,Sandshrew,1/536,"3,756"
15,29,Nidoran♀,1/806,"3,227"
16,32,Nidoran♂,1/403,"3,227"
17,35,Clefairy,1/697,"4,884"
18,37,Vulpix,1/646,"10,336"
19,39,Jigglypuff,1/441,"11,481"
20,41,Zubat,1/370,"4,821"
21,43,Oddish,1/418,"2,510"
22,46,Paras,"1/1,019","1,019"
23,48,Venonat,1/428,"1,285"
24,50,Diglett,1/698,"5,587"
25,52,Meowth,1/555,"5,558"
26,54,Psyduck,1/117,352
27,56,Mankey,"1/1,584","6,337"
28,58,Growlithe,1/355,"2,488"
29,60,Poliwag,1/304,"1,524"
30,63,Abra,1/687,687
31,66,Machop,1/411,"3,702"
32,69,Bellsprout,1/294,"1,470"
33,72,Tentacool,1/611,"3,057"
34,74,Geodude,"1/1,160","1,160"
35,77,Ponyta,1/761,"7,610"
36,79,Slowpoke,1/719,719
37,80,Slowbro,1/55,55
38,81,Magnemite,"1/1,134","2,269"
39,84,Doduo,1/684,"3,420"
40,88,Grimer,"1/1,531","4,593"
41,92,Gastly,"1/1,917","1,917"
42,95,Onix,1/111,111
43,96,Drowzee,1/197,591
44,98,Krabby,1/126,380
45,100,Voltorb,1/366,"9,897"
46,102,Exeggcute,1/676,"1,353"
47,104,Cubone,1/135,270
48,108,Lickitung,1/66,"1,597"
49,109,Koffing,1/565,"5,658"
50,111,Rhyhorn,1/432,"1,298"
51,113,Chansey,1/22,470
52,114,Tangela,"1/2,040","6,122"
53,115,Kangaskhan,1/163,817
54,116,Horsea,1/377,"2,262"
55,118,Goldeen,1/197,591
56,120,Staryu,1/750,750
57,122,Mr. Mime,"1/1,339","1,339"
58,123,Scyther,1/154,309
59,124,Jynx,1/227,681
60,125,Electabuzz,1/155,779
61,127,Pinsir,1/193,193
62,128,Tauros,1/858,858
63,129,Magikarp,1/645,"7,742"
64,130,Gyarados,1/122,489
65,131,Lapras,1/80,401
66,133,Eevee,1/434,"3,043"
67,138,Omanyte,1/452,452
68,142,Aerodactyl,1/89,89
69,152,Chikorita,1/904,"1,809"
70,155,Cyndaquil,1/689,"2,069"
71,158,Totodile,1/746,"1,492"
72,163,Hoothoot,1/451,902
73,165,Ledyba,1/673,"11,452"
74,176,Togetic,1/694,"1,388"
75,177,Natu,"1/1,700","1,700"
76,179,Mareep,1/781,"3,908"
77,185,Sudowoodo,1/269,"2,158"
78,187,Hoppip,1/462,"7,406"
79,193,Yanma,"1/1,792","3,585"
80,194,Wooper,1/409,"9,011"
81,198,Murkrow,1/512,"202,087"
82,200,Misdreavus,1/251,"1,510"
83,204,Pineco,1/16,16
84,207,Gligar,1/40,122
85,209,Snubbull,1/488,"6,352"
86,213,Shuckle,"1/1,954","1,954"
87,218,Slugma,1/416,416
88,222,Corsola,1/501,"1,002"
89,227,Skarmory,1/47,141
90,231,Phanpy,1/484,"1,938"
91,261,Poochyena,1/773,"2,320"
92,273,Seedot,1/409,"12,294"
93,280,Ralts,1/315,"3,158"
94,282,Gardevoir,1/61,309
95,283,Surskit,1/386,"8,503"
96,287,Slakoth,1/764,764
97,290,Nincada,1/46,"3,076"
98,293,Whismur,1/558,"4,471"
99,296,Makuhita,1/930,"4,650"
100,299,Nosepass,1/448,448
101,300,Skitty,1/409,"12,286"
102,302,Sableye,1/128,"199,548"
103,307,Meditite,"1/1,630","1,630"
104,308,Medicham,1/64,192
105,309,Electrike,1/380,760
106,310,Manectric,1/20,20
107,314,Illumise,1/475,475
108,316,Gulpin,1/985,"5,915"
109,320,Wailmer,1/977,977
110,328,Trapinch,1/384,"5,384"
111,333,Swablu,1/706,"9,189"
112,337,Lunatone,1/846,846
113,338,Solrock,1/306,"2,455"
114,341,Corphish,1/499,"5,995"
115,351,Castform,1/505,"10,617"
116,353,Shuppet,1/959,"4,796"
117,354,Banette,1/82,82
118,355,Duskull,1/515,"5,156"
119,366,Clamperl,1/62,311
120,371,Bagon,"1/1,483","1,483"
121,396,Starly,1/419,"3,352"
122,399,Bidoof,1/586,"21,694"
123,408,Cranidos,1/716,716
124,412,Burmy,1/380,"11,022"
125,415,Combee,1/485,"6,313"
126,418,Buizel,1/268,"1,341"
127,422,Shellos,1/543,"1,086"
128,425,Drifloon,1/506,"4,051"
129,427,Buneary,1/594,"5,350"
130,431,Glameow,1/499,"6,998"
131,434,Stunky,1/621,"3,726"
132,436,Bronzor,1/65,"14,758"
133,441,Chatot,1/565,"1,697"
134,449,Hippopotas,1/891,"2,674"
135,456,Finneon,"1/1,102","1,102"
136,495,Snivy,1/664,"7,306"
137,498,Tepig,1/324,"7,473"
138,501,Oshawott,1/441,"7,505"
139,506,Lillipup,1/452,"18,094"
140,509,Purrloin,1/564,"221,304"
141,511,Pansage,1/450,"1,802"
142,513,Pansear,1/281,562
143,515,Panpour,"1/1,083","2,167"
144,517,Munna,"1/1,759","1,759"
145,519,Pidove,1/679,"13,598"
146,522,Blitzle,1/394,"10,653"
147,527,Woobat,1/479,"9,594"
148,529,Drilbur,1/701,"4,206"
149,531,Audino,"1/1,594","3,189"
150,535,Tympole,1/540,"6,488"
151,538,Throh,1/524,"1,572"
152,539,Sawk,1/260,"2,347"
153,546,Cottonee,1/798,"4,789"
154,554,Darumaka,1/410,"5,334"
155,559,Scraggy,1/527,"221,978"
156,570,Zorua,1/529,"56,074"
157,592,Frillish,1/444,889
158,594,Alomomola,1/98,196
159,597,Ferroseed,1/596,596
160,607,Litwick,1/119,239
161,610,Axew,1/492,"3,450"
162,618,Stunfisk,"1/1,339","4,017"
163,627,Rufflet,1/583,583
164,629,Vullaby,1/63,"55,105"
165,631,Heatmor,1/186,186
166,632,Durant,1/205,616
167,633,Deino,1/511,"100,789"
168,667,Litleo,1/301,"3,317"
169,669,Flabebe,1/339,339
170,676,Furfrou,1/811,811
171,686,Inkay,1/439,"110,691"
172,688,Binacle,1/478,"3,825"
173,692,Clauncher,1/634,"1,269"
174,702,Dedenne,1/484,"8,719"
175,704,Goomy,1/783,783
176,708,Phantump,1/361,361
177,714,Noibat,1/105,315
178,734,Yungoos,1/496,"10,435"
179,736,Grubbin,1/469,"15,950"
180,741,Oricorio,1/364,"2,188"
181,742,Cutiefly,1/956,"5,736"
182,915,Lechonk,1/439,"20,233"
