,id,name,rate,total
0,1,Bulbasaur,1/437,"4,814"
1,4,Charmander,1/697,"8,364"
2,7,Squirtle,1/683,"4,786"
3,10,Caterpie,1/738,"14,770"
4,13,Weedle,1/535,"10,703"
5,16,Pidgey,1/564,"14,123"
6,18,Pidgeot,1/41,41
7,19,Rattata,1/442,"20,370"
8,21,Spearow,1/488,"11,230"
9,23,Ekans,1/481,"10,121"
10,25,Pikachu,1/576,"4,610"
11,27,Sandshrew,1/428,"4,282"
12,29,Nidoran♀,1/708,"8,497"
13,32,Nidoran♂,1/739,"8,129"
14,35,Clefairy,1/294,"5,889"
15,37,Vulpix,1/207,"12,895"
16,39,Jigglypuff,1/440,"7,043"
17,41,Zubat,1/432,"1,731"
18,43,Oddish,1/499,"12,987"
19,46,Paras,1/683,"6,837"
20,48,Venonat,1/554,"6,094"
21,50,Diglett,1/476,"6,199"
22,52,Meowth,1/97,"13,056"
23,54,Psyduck,1/373,"5,605"
24,56,Mankey,1/419,"6,708"
25,58,Growlithe,1/159,"8,621"
26,60,Poliwag,1/470,"4,232"
27,63,Abra,1/472,"7,086"
28,66,Machop,1/490,"11,271"
29,69,Bellsprout,1/354,"6,727"
30,74,Geodude,1/405,"11,344"
31,77,Ponyta,1/149,"3,599"
32,79,Slowpoke,1/481,"3,369"
33,81,Magnemite,1/619,"10,523"
34,83,Farfetch'd,1/55,"1,950"
35,84,Doduo,1/383,"4,602"
36,88,Grimer,1/106,"7,904"
37,92,Gastly,1/470,"6,112"
38,95,Onix,1/67,744
39,96,Drowzee,1/499,"7,998"
40,100,Voltorb,1/827,"3,310"
41,102,Exeggcute,1/572,"11,459"
42,104,Cubone,1/384,"8,460"
43,106,Hitmonlee,1/707,"3,537"
44,107,Hitmonchan,"1/3,606","3,606"
45,108,Lickitung,1/54,"2,918"
46,109,Koffing,1/526,"4,214"
47,111,Rhyhorn,1/357,"7,866"
48,113,Chansey,1/49,"2,060"
49,114,Tangela,1/411,"2,058"
50,115,Kangaskhan,1/105,"1,687"
51,118,Goldeen,1/847,847
52,120,Staryu,1/373,373
53,122,Mr. Mime,1/326,978
54,123,Scyther,1/73,"3,216"
55,124,Jynx,1/292,"2,050"
56,125,Electabuzz,1/419,"3,775"
57,126,Magmar,1/273,"3,555"
58,127,Pinsir,1/141,"1,552"
59,128,Tauros,1/316,"3,794"
60,129,Magikarp,1/851,"1,702"
61,131,Lapras,1/245,245
62,133,Eevee,1/466,"11,196"
63,137,Porygon,1/341,"1,365"
64,142,Aerodactyl,1/93,654
65,143,Snorlax,1/921,"3,687"
66,152,Chikorita,1/591,"7,093"
67,155,Cyndaquil,1/522,"12,528"
68,158,Totodile,1/341,"2,389"
69,161,Sentret,1/422,"2,111"
70,163,Hoothoot,1/315,"29,933"
71,165,Ledyba,1/347,"2,087"
72,167,Spinarak,1/480,"93,616"
73,176,Togetic,1/923,"1,846"
74,177,Natu,1/465,"18,159"
75,179,Mareep,1/379,"12,521"
76,183,Marill,1/406,"1,627"
77,185,Sudowoodo,1/946,"4,732"
78,187,Hoppip,1/539,"8,087"
79,191,Sunkern,1/624,"1,248"
80,193,Yanma,1/367,"5,514"
81,194,Wooper,1/344,"5,854"
82,198,Murkrow,1/546,"9,295"
83,200,Misdreavus,1/440,"7,051"
84,202,Wobbuffet,1/500,"1,000"
85,203,Girafarig,1/271,"1,900"
86,204,Pineco,1/108,434
87,206,Dunsparce,1/418,"5,022"
88,207,Gligar,1/98,690
89,209,Snubbull,1/429,"11,157"
90,213,Shuckle,1/716,716
91,215,Sneasel,1/98,196
92,216,Teddiursa,1/183,735
93,218,Slugma,1/475,"1,903"
94,222,Corsola,"1/1,490","1,490"
95,225,Delibird,1/287,"1,727"
96,227,Skarmory,1/52,892
97,228,Houndour,1/614,"4,303"
98,231,Phanpy,1/813,"3,252"
99,234,Stantler,"1/1,937","1,937"
100,237,Hitmontop,1/328,"2,959"
101,241,Miltank,1/632,"2,531"
102,252,Treecko,"1/1,920","1,920"
103,258,Mudkip,1/539,"1,618"
104,261,Poochyena,1/380,"13,684"
105,263,Zigzagoon,1/102,"11,896"
106,265,Wurmple,1/755,"6,044"
107,270,Lotad,1/139,"65,391"
108,273,Seedot,1/451,"2,257"
109,276,Taillow,1/482,"16,421"
110,278,Wingull,1/425,"5,950"
111,280,Ralts,1/567,"5,677"
112,283,Surskit,1/499,"132,488"
113,285,Shroomish,1/539,"1,618"
114,287,Slakoth,1/700,"1,401"
115,290,Nincada,1/145,145
116,293,Whismur,1/539,"3,777"
117,296,Makuhita,1/484,"10,652"
118,299,Nosepass,1/607,"2,431"
119,302,Sableye,1/171,342
120,303,Mawile,1/72,936
121,304,Aron,1/852,"1,704"
122,307,Meditite,"1/2,252","2,252"
123,309,Electrike,1/563,"7,884"
124,311,Plusle,1/486,"4,865"
125,312,Minun,1/604,"4,832"
126,313,Volbeat,1/424,"4,240"
127,314,Illumise,1/627,"3,764"
128,315,Roselia,"1/1,734","1,734"
129,316,Gulpin,1/439,"9,670"
130,318,Carvanha,"1/1,328","1,328"
131,322,Numel,1/487,"7,318"
132,325,Spoink,1/832,"4,997"
133,333,Swablu,1/886,"9,747"
134,335,Zangoose,1/525,"5,257"
135,336,Seviper,1/884,"4,424"
136,337,Lunatone,1/794,"5,562"
137,338,Solrock,1/775,"6,202"
138,339,Barboach,1/273,"1,369"
139,341,Corphish,1/89,178
140,343,Baltoy,"1/2,075","2,075"
141,347,Anorith,1/86,172
142,349,Feebas,1/61,61
143,351,Castform,1/578,"2,890"
144,353,Shuppet,1/608,"3,040"
145,355,Duskull,1/420,"4,629"
146,358,Chimecho,1/643,"2,572"
147,359,Absol,1/65,395
148,363,Spheal,1/322,322
149,366,Clamperl,1/65,851
150,370,Luvdisc,1/396,396
151,387,Turtwig,1/962,"3,850"
152,390,Chimchar,1/257,"1,031"
153,393,Piplup,"1/1,162","1,162"
154,396,Starly,1/295,"41,932"
155,399,Bidoof,1/789,"12,628"
