,id,name,rate,total
0,1,Bulbasaur,1/362,"3,625"
1,2,Ivysaur,1/52,104
2,4,Charmander,1/533,"5,866"
3,5,Charmeleon,1/161,161
4,7,Squirtle,1/587,"4,111"
5,8,Wartortle,1/130,130
6,10,Caterpie,1/705,"9,873"
7,13,Weedle,1/708,"7,796"
8,16,Pidgey,1/567,"9,073"
9,17,Pidgeotto,1/185,185
10,19,Rattata,1/608,"14,598"
11,20,Raticate,1/132,265
12,21,Spearow,1/730,"8,033"
13,23,Ekans,1/375,"7,125"
14,25,Pikachu,1/852,"3,409"
15,27,Sandshrew,1/592,"2,964"
16,29,Nidoran♀,1/546,"3,827"
17,32,Nidoran♂,1/475,"3,807"
18,35,Clefairy,1/246,"2,215"
19,37,Vulpix,"1/1,387","2,775"
20,39,Jigglypuff,1/840,"5,041"
21,41,Zubat,1/400,"1,201"
22,43,Oddish,1/598,"7,180"
23,46,Paras,1/530,"4,773"
24,48,Venonat,1/474,"4,268"
25,50,Diglett,1/374,"4,488"
26,52,Meowth,1/530,"9,543"
27,54,Psyduck,1/625,"2,501"
28,56,Mankey,"1/1,651","4,954"
29,58,Growlithe,1/482,"6,272"
30,59,Arcanine,1/32,64
31,60,Poliwag,1/264,"2,645"
32,63,Abra,1/323,"3,887"
33,66,Machop,1/556,"6,118"
34,69,Bellsprout,1/683,"4,783"
35,74,Geodude,1/542,"7,600"
36,75,Graveler,1/133,133
37,77,Ponyta,1/536,"2,683"
38,79,Slowpoke,1/946,"2,839"
39,81,Magnemite,1/756,"4,537"
40,83,Farfetch'd,1/226,"1,356"
41,84,Doduo,"1/3,446","3,446"
42,86,Seel,1/170,170
43,88,Grimer,1/454,"5,458"
44,90,Shellder,1/227,227
45,92,Gastly,1/585,"4,095"
46,96,Drowzee,1/738,"3,693"
47,100,Voltorb,"1/1,153","2,306"
48,102,Exeggcute,1/380,"6,081"
49,104,Cubone,1/473,"5,684"
50,106,Hitmonlee,1/478,"2,390"
51,107,Hitmonchan,"1/1,260","2,520"
52,108,Lickitung,1/720,"2,160"
53,109,Koffing,1/362,"2,903"
54,111,Rhyhorn,1/628,"4,398"
55,113,Chansey,1/706,"1,412"
56,114,Tangela,1/266,"1,332"
57,115,Kangaskhan,1/226,678
58,118,Goldeen,1/167,835
59,120,Staryu,1/379,379
60,122,Mr. Mime,1/471,471
61,123,Scyther,1/763,"2,289"
62,124,Jynx,1/252,"1,513"
63,125,Electabuzz,1/542,"2,714"
64,126,Magmar,1/403,"2,422"
65,127,Pinsir,1/271,"1,085"
66,128,Tauros,1/451,"1,355"
67,129,Magikarp,1/405,"1,621"
68,131,Lapras,1/111,223
69,133,Eevee,1/467,"8,412"
70,140,Kabuto,1/519,519
71,143,Snorlax,1/621,"2,486"
72,152,Chikorita,1/403,"5,239"
73,155,Cyndaquil,1/594,"8,319"
74,158,Totodile,"1/2,359","2,359"
75,161,Sentret,1/434,"1,738"
76,162,Furret,1/38,38
77,165,Ledyba,1/266,"1,597"
78,170,Chinchou,1/399,399
79,176,Togetic,1/422,"1,267"
80,177,Natu,1/431,"9,914"
81,179,Mareep,1/453,"9,079"
82,183,Marill,1/396,"1,587"
83,185,Sudowoodo,1/496,"3,474"
84,187,Hoppip,1/434,"5,649"
85,190,Aipom,1/263,527
86,193,Yanma,1/434,"3,472"
87,194,Wooper,"1/1,535","4,605"
88,198,Murkrow,1/608,"6,698"
89,200,Misdreavus,1/400,"3,606"
90,203,Girafarig,1/381,"1,525"
91,206,Dunsparce,1/791,"2,374"
92,207,Gligar,1/437,437
93,209,Snubbull,1/579,"4,633"
94,215,Sneasel,1/188,188
95,218,Slugma,1/236,"1,181"
96,220,Swinub,1/508,"124,568"
97,223,Remoraid,1/252,"1,009"
98,224,Octillery,1/8,8
99,225,Delibird,1/404,"1,212"
100,226,Mantine,1/309,309
101,228,Houndour,1/629,"2,518"
102,231,Phanpy,"1/2,384","2,384"
103,234,Stantler,1/433,"1,299"
104,237,Hitmontop,1/344,"2,069"
105,241,Miltank,1/590,"1,771"
106,242,Blissey,1/505,"1,010"
107,246,Larvitar,1/66,66
108,252,Treecko,1/809,"1,618"
109,255,Torchic,1/550,550
110,258,Mudkip,1/323,"1,619"
111,261,Poochyena,1/428,"9,001"
112,263,Zigzagoon,1/428,"8,578"
113,265,Wurmple,1/608,"3,042"
114,270,Lotad,1/704,704
115,273,Seedot,1/880,"1,760"
116,276,Taillow,1/687,"8,936"
117,277,Swellow,1/158,158
118,278,Wingull,1/463,"4,171"
119,280,Ralts,"1/1,333","4,000"
120,283,Surskit,1/499,"3,992"
121,285,Shroomish,1/425,"1,277"
122,287,Slakoth,"1/1,110","1,110"
123,290,Nincada,1/102,102
124,293,Whismur,1/515,"2,579"
125,294,Loudred,1/59,59
126,296,Makuhita,1/430,"6,033"
127,299,Nosepass,"1/1,748","1,748"
128,300,Skitty,1/938,938
129,303,Mawile,1/277,555
130,304,Aron,"1/1,157","1,157"
131,307,Meditite,1/309,"1,549"
132,309,Electrike,1/612,"4,902"
133,310,Manectric,1/59,59
134,311,Plusle,1/340,"3,407"
135,312,Minun,1/437,"3,498"
136,313,Volbeat,1/352,"1,762"
137,314,Illumise,1/332,"1,331"
138,315,Roselia,1/491,"1,473"
139,316,Gulpin,1/434,"5,208"
140,318,Carvanha,1/778,"1,556"
141,322,Numel,1/229,"4,126"
142,325,Spoink,1/333,"1,332"
143,328,Trapinch,1/27,27
144,333,Swablu,1/831,"5,823"
145,335,Zangoose,1/408,"2,044"
146,336,Seviper,1/807,"1,614"
147,337,Lunatone,1/992,"1,984"
148,338,Solrock,1/400,"2,404"
149,339,Barboach,1/451,"1,353"
150,341,Corphish,1/176,176
151,343,Baltoy,1/336,"1,346"
152,351,Castform,1/348,"1,741"
153,353,Shuppet,1/234,"2,111"
154,355,Duskull,1/453,"3,175"
155,358,Chimecho,"1/1,791","1,791"
156,366,Clamperl,1/636,636
157,369,Relicanth,1/185,185
158,370,Luvdisc,1/368,368
159,387,Turtwig,1/748,"2,992"
160,390,Chimchar,1/237,948
161,393,Piplup,1/404,"1,617"
162,396,Starly,1/433,"6,495"
163,399,Bidoof,1/517,"9,323"
164,400,Bibarel,1/237,237
165,401,Kricketot,1/506,"1,518"
166,408,Cranidos,1/241,724
167,410,Shieldon,1/718,718
168,412,Burmy,1/833,833
169,415,Combee,"1/1,937","1,937"
170,418,Buizel,"1/1,064","2,128"
171,420,Cherubi,1/369,369
172,422,Shellos,1/872,"4,363"
173,425,Drifloon,1/416,"5,003"
174,426,Drifblim,1/111,111
175,427,Buneary,1/891,"8,019"
176,431,Glameow,1/645,"7,101"
177,432,Purugly,1/128,128
178,434,Stunky,1/572,"3,436"
179,436,Bronzor,1/536,"1,073"
180,441,Chatot,1/322,"1,291"
181,448,Lucario,1/127,127
182,449,Hippopotas,1/337,"1,350"
183,453,Croagunk,1/302,"1,815"
184,456,Finneon,1/515,"2,062"
185,459,Snover,1/316,"1,896"
186,495,Snivy,1/353,"4,947"
187,498,Tepig,1/832,"4,994"
188,499,Pignite,1/154,154
189,501,Oshawott,1/707,"6,368"
190,504,Patrat,1/382,"3,060"
191,506,Lillipup,1/452,"12,230"
192,509,Purrloin,1/400,"4,008"
193,511,Pansage,1/883,"1,767"
194,513,Pansear,1/676,676
195,515,Panpour,1/282,"1,980"
196,517,Munna,1/701,"4,208"
197,519,Pidove,1/675,"6,750"
198,521,Unfezant,1/17,17
199,522,Blitzle,1/659,"1,978"
200,524,Roggenrola,"1/1,379","1,379"
201,527,Woobat,1/380,"1,903"
202,529,Drilbur,1/697,"3,489"
203,531,Audino,1/331,663
204,535,Tympole,1/359,"9,716"
205,538,Throh,1/494,"1,976"
206,539,Sawk,1/497,"2,485"
207,540,Sewaddle,1/525,"12,090"
208,541,Swadloon,1/351,351
209,543,Venipede,1/442,"10,187"
210,546,Cottonee,1/598,"4,187"
211,548,Petilil,1/584,584
212,554,Darumaka,1/947,"1,895"
213,557,Dwebble,1/347,"2,084"
214,558,Crustle,1/32,32
215,559,Scraggy,1/596,"1,788"
216,566,Archen,1/86,86
217,568,Trubbish,1/778,"1,556"
218,570,Zorua,1/686,"1,373"
219,572,Minccino,1/643,"5,790"
220,574,Gothita,1/487,"6,333"
221,580,Ducklett,"1/1,566","1,566"
222,582,Vanillite,1/320,"2,567"
223,585,Deerling,1/207,"1,660"
224,587,Emolga,1/759,"1,519"
225,590,Foongus,1/571,571
226,592,Frillish,1/340,340
227,594,Alomomola,1/95,95
228,595,Joltik,1/700,"5,601"
229,597,Ferroseed,1/543,"1,631"
230,602,Tynamo,1/597,"1,194"
231,605,Elgyem,1/273,273
232,607,Litwick,1/682,"3,411"
233,610,Axew,1/341,683
234,616,Shelmet,1/445,"4,902"
235,618,Stunfisk,1/420,"1,680"
236,619,Mienfoo,1/661,"1,985"
237,622,Golett,1/495,495
238,626,Bouffalant,"1/1,447","1,447"
239,627,Rufflet,1/524,"1,049"
240,631,Heatmor,1/629,"2,517"
241,632,Durant,1/662,"1,987"
242,659,Bunnelby,"1/2,987","2,987"
243,661,Fletchling,1/508,"8,649"
244,667,Litleo,"1/1,014","2,028"
245,669,Flabebe,1/922,"3,690"
246,672,Skiddo,"1/1,478","1,478"
247,676,Furfrou,1/282,848
248,682,Spritzee,1/585,"4,096"
249,684,Swirlix,"1/2,418","2,418"
250,686,Inkay,1/463,927
251,690,Skrelp,1/329,329
252,692,Clauncher,1/503,"1,007"
253,694,Helioptile,1/303,"2,728"
254,696,Tyrunt,1/222,444
255,702,Dedenne,1/370,"1,481"
256,703,Carbink,1/354,354
257,714,Noibat,1/473,473
258,722,Rowlet,"1/1,218","1,218"
259,723,Dartrix,1/73,147
