,id,name,rate,total
0,1,Bulbasaur,1/495,"101,097"
1,4,Charmander,1/545,"89,453"
2,7,Squirtle,1/544,"95,301"
3,9,Blastoise,1/94,282
4,10,Caterpie,1/543,"91,361"
5,13,Weedle,1/454,"22,256"
6,16,Pidgey,1/526,"25,265"
7,19,Rattata,1/448,"41,699"
8,21,Spearow,1/473,"22,716"
9,23,Ekans,1/485,"19,919"
10,25,Pikachu,1/523,"8,371"
11,27,Sandshrew,1/73,293
12,29,Nidoran♀,1/500,"10,503"
13,32,Nidoran♂,1/604,"9,669"
14,35,Clefairy,1/491,"7,858"
15,37,Vulpix,1/228,"5,718"
16,39,Jigglypuff,1/432,"14,257"
17,41,Zubat,1/396,"3,960"
18,43,Oddish,1/505,"19,726"
19,46,Paras,1/423,"13,556"
20,48,Venonat,1/687,"12,381"
21,50,Diglett,1/432,"2,592"
22,52,Meowth,1/107,"28,758"
23,54,Psyduck,1/540,"59,961"
24,56,Mankey,1/455,"14,570"
25,58,Growlithe,1/204,"17,003"
26,60,Poliwag,1/587,"6,463"
27,63,Abra,1/585,"10,539"
28,66,Machop,1/512,"21,003"
29,69,Bellsprout,1/599,"13,789"
30,72,Tentacool,1/319,639
31,74,Geodude,1/718,"22,993"
32,77,Ponyta,1/145,"7,883"
33,79,Slowpoke,1/532,"7,987"
34,81,Magnemite,1/524,"12,594"
35,83,Farfetch'd,1/77,"4,121"
36,88,Grimer,1/121,"16,980"
37,90,Shellder,1/498,"39,393"
38,92,Gastly,1/520,"79,120"
39,95,Onix,1/62,"1,692"
40,96,Drowzee,1/442,"13,271"
41,98,Krabby,1/478,"10,053"
42,100,Voltorb,1/562,"9,004"
43,102,Exeggcute,1/411,"20,979"
44,103,Exeggutor,1/72,"16,675"
45,106,Hitmonlee,1/983,"7,865"
46,107,Hitmonchan,1/444,"7,995"
47,108,Lickitung,1/70,"6,532"
48,109,Koffing,1/659,"9,239"
49,111,Rhyhorn,1/599,"5,392"
50,113,Chansey,1/64,"69,964"
51,114,Tangela,1/405,"4,058"
52,115,Kangaskhan,1/105,"2,945"
53,118,Goldeen,1/513,"2,054"
54,120,Staryu,1/692,692
55,122,Mr. Mime,1/955,"2,867"
56,123,Scyther,1/60,"6,387"
57,125,Electabuzz,1/365,"8,410"
58,126,Magmar,1/365,"7,667"
59,127,Pinsir,1/128,"3,222"
60,128,Tauros,1/444,"18,661"
61,129,Magikarp,1/480,"4,805"
62,130,Gyarados,1/5,5
63,133,Eevee,1/498,"24,917"
64,137,Porygon,"1/1,058","3,176"
65,138,Omanyte,1/703,703
66,140,Kabuto,1/590,"1,180"
67,143,Snorlax,1/728,"8,013"
68,152,Chikorita,1/546,"14,744"
69,158,Totodile,1/323,"4,845"
70,161,Sentret,1/716,"2,866"
71,165,Ledyba,1/668,"2,673"
72,167,Spinarak,1/361,361
73,176,Togetic,1/436,"3,925"
74,177,Natu,1/516,"28,427"
75,179,Mareep,1/487,"24,883"
76,181,Ampharos,1/43,43
77,183,Marill,1/510,"72,466"
78,187,Hoppip,1/431,"15,969"
79,191,Sunkern,"1/2,038","2,038"
80,193,Yanma,1/398,"12,342"
81,194,Wooper,1/650,"13,001"
82,198,Murkrow,1/476,"17,621"
83,200,Misdreavus,1/379,"11,762"
84,202,Wobbuffet,1/344,"2,069"
85,203,Girafarig,1/271,"3,795"
86,204,Pineco,1/90,542
87,206,Dunsparce,1/434,"6,513"
88,207,Gligar,1/75,"1,440"
89,209,Snubbull,1/402,"14,083"
90,211,Qwilfish,"1/1,755","1,755"
91,213,Shuckle,1/509,"136,967"
92,214,Heracross,1/161,"1,938"
93,215,Sneasel,1/66,"2,593"
94,216,Teddiursa,1/468,"5,627"
95,218,Slugma,1/41,41
96,222,Corsola,1/499,"2,996"
97,223,Remoraid,1/825,"1,651"
98,226,Mantine,1/417,417
99,228,Houndour,1/491,"6,884"
100,229,Houndoom,1/53,53
101,231,Phanpy,1/466,"7,459"
102,234,Stantler,1/690,"2,763"
103,237,Hitmontop,1/484,"6,781"
104,241,Miltank,1/520,"5,727"
105,252,Treecko,1/528,"5,812"
106,254,Sceptile,1/175,175
107,255,Torchic,1/496,"2,979"
108,258,Mudkip,1/362,"6,891"
109,261,Poochyena,1/563,"25,935"
110,263,Zigzagoon,1/81,"26,720"
111,265,Wurmple,1/755,"6,040"
112,270,Lotad,1/505,"2,527"
113,273,Seedot,1/631,"2,524"
114,276,Taillow,1/585,"25,745"
115,278,Wingull,1/422,"92,907"
116,280,Ralts,1/715,"12,156"
117,283,Surskit,1/602,"8,435"
118,285,Shroomish,1/549,"2,199"
119,287,Slakoth,1/143,"3,161"
120,290,Nincada,1/41,335
121,296,Makuhita,1/465,"20,932"
122,299,Nosepass,1/563,"5,074"
123,300,Skitty,"1/1,242","1,242"
124,302,Sableye,1/124,"42,988"
125,303,Mawile,1/47,47
126,304,Aron,1/603,"3,623"
127,307,Meditite,1/427,"4,705"
128,309,Electrike,1/434,"12,606"
129,310,Manectric,1/141,141
130,311,Plusle,1/695,"10,430"
131,312,Minun,1/629,"10,693"
132,313,Volbeat,1/817,"8,989"
133,314,Illumise,1/519,"20,774"
134,315,Roselia,1/414,"2,903"
135,316,Gulpin,1/773,"15,460"
136,318,Carvanha,1/648,"2,594"
137,320,Wailmer,"1/1,060","3,181"
138,322,Numel,1/530,"3,712"
139,325,Spoink,1/413,"4,545"
140,328,Trapinch,1/399,"2,793"
141,333,Swablu,1/532,"17,563"
142,335,Zangoose,1/782,"11,735"
143,336,Seviper,1/502,"22,600"
144,337,Lunatone,1/495,"23,296"
145,338,Solrock,1/383,"12,287"
146,339,Barboach,"1/1,291","2,582"
147,341,Corphish,1/452,904
148,345,Lileep,1/395,791
149,347,Anorith,1/748,748
150,349,Feebas,1/315,315
151,351,Castform,1/569,"19,928"
152,353,Shuppet,1/753,"6,777"
153,354,Banette,1/72,145
154,355,Duskull,1/400,"10,011"
155,358,Chimecho,1/437,"5,251"
156,359,Absol,1/47,717
157,363,Spheal,"1/2,288","2,288"
158,366,Clamperl,1/59,"2,189"
159,374,Beldum,1/491,"64,888"
160,387,Turtwig,1/546,"11,477"
161,390,Chimchar,"1/1,605","1,605"
162,393,Piplup,1/468,"2,341"
163,396,Starly,1/561,"20,218"
164,399,Bidoof,1/643,"27,691"
165,401,Kricketot,1/648,"2,592"
166,412,Burmy,1/549,"2,747"
167,415,Combee,1/460,"5,988"
168,418,Buizel,1/586,"5,275"
169,420,Cherubi,1/574,"1,148"
170,422,Shellos,1/489,"34,777"
171,425,Drifloon,1/459,"15,609"
172,427,Buneary,1/467,"21,982"
173,428,Lopunny,1/63,"1,010"
174,431,Glameow,1/447,"22,367"
175,434,Stunky,1/703,"11,953"
176,436,Bronzor,1/52,"3,308"
177,441,Chatot,1/902,"7,221"
178,448,Lucario,1/92,461
179,449,Hippopotas,1/109,109
180,453,Croagunk,1/630,"3,780"
181,456,Finneon,1/547,"4,925"
182,459,Snover,1/402,"4,021"
183,460,Abomasnow,1/166,166
184,495,Snivy,1/420,"11,357"
185,498,Tepig,1/466,"82,133"
186,501,Oshawott,1/438,"15,358"
187,504,Patrat,1/454,"9,539"
188,506,Lillipup,1/589,"35,943"
189,509,Purrloin,1/520,"12,481"
190,511,Pansage,1/446,"8,934"
191,513,Pansear,1/300,"3,604"
192,515,Panpour,1/426,"23,051"
193,517,Munna,1/454,"13,186"
194,519,Pidove,1/592,"21,312"
195,522,Blitzle,1/575,"5,754"
196,524,Roggenrola,"1/1,074","4,298"
197,527,Woobat,1/321,"5,781"
198,529,Drilbur,1/508,"4,576"
199,531,Audino,1/98,"2,368"
200,532,Timburr,1/23,23
201,535,Tympole,1/472,"28,348"
202,538,Throh,1/421,"23,180"
203,539,Sawk,1/545,"12,008"
204,540,Sewaddle,1/476,"37,204"
205,543,Venipede,1/471,"26,867"
206,546,Cottonee,1/406,"13,022"
207,548,Petilil,1/277,"1,664"
208,554,Darumaka,1/539,"55,598"
209,556,Maractus,1/935,"1,871"
210,557,Dwebble,1/344,"6,540"
211,559,Scraggy,1/618,"5,568"
212,562,Yamask,1/386,"3,092"
213,564,Tirtouga,1/266,532
214,566,Archen,1/294,294
215,568,Trubbish,1/485,"47,541"
216,572,Minccino,1/704,"15,504"
217,574,Gothita,1/524,"17,828"
218,580,Ducklett,1/941,"3,766"
219,582,Vanillite,1/822,"1,644"
220,585,Deerling,1/472,"9,929"
221,587,Emolga,"1/1,095","3,286"
222,588,Karrablast,1/289,"2,312"
223,590,Foongus,1/429,859
224,592,Frillish,1/294,"1,769"
225,594,Alomomola,1/99,599
226,595,Joltik,1/542,"17,365"
227,597,Ferroseed,1/662,"7,286"
228,602,Tynamo,1/630,"3,782"
229,607,Litwick,1/403,"10,906"
230,610,Axew,1/706,"2,119"
231,616,Shelmet,1/742,"13,358"
232,618,Stunfisk,1/236,"3,777"
233,619,Mienfoo,1/517,"6,212"
234,622,Golett,1/405,"1,622"
235,626,Bouffalant,1/523,"14,668"
236,627,Rufflet,"1/1,123","3,369"
237,631,Heatmor,1/599,"11,994"
238,632,Durant,1/428,"22,734"
239,659,Bunnelby,1/566,"9,061"
240,661,Fletchling,1/594,"26,141"
241,667,Litleo,1/676,"2,705"
242,672,Skiddo,1/903,"4,517"
243,676,Furfrou,1/238,"2,865"
244,682,Spritzee,1/639,"9,596"
245,684,Swirlix,1/570,"7,410"
246,686,Inkay,1/400,"2,405"
247,688,Binacle,1/571,"1,714"
248,690,Skrelp,1/607,"1,823"
249,692,Clauncher,1/451,451
250,694,Helioptile,1/492,"68,920"
251,696,Tyrunt,1/758,758
252,702,Dedenne,1/409,"4,500"
253,710,Pumpkaboo,1/615,"1,846"
254,712,Bergmite,1/257,"1,799"
255,728,Popplio,"1/1,294","2,588"
256,734,Yungoos,1/486,"8,751"
257,736,Grubbin,1/316,"6,972"
258,741,Oricorio,1/476,"64,290"
259,742,Cutiefly,1/866,"2,600"
260,747,Mareanie,1/335,"1,006"
261,751,Dewpider,1/429,"2,576"
262,753,Fomantis,1/846,"4,231"
263,755,Morelull,1/589,"1,769"
264,759,Stufful,1/627,"19,454"
265,761,Bounsweet,1/551,"87,164"
266,765,Oranguru,1/223,447
267,766,Passimian,1/476,476
268,767,Wimpod,1/358,"3,589"
269,769,Sandygast,1/579,"60,831"
270,775,Komala,1/625,625
271,777,Togedemaru,1/482,"4,339"
272,779,Bruxish,1/560,560
273,819,Skwovet,1/491,"108,558"
