,id,name,rate,total
0,10,Caterpie,1/606,"1,818"
1,13,Weedle,1/385,"2,696"
2,15,Beedrill,1/52,52
3,21,Spearow,1/371,"3,347"
4,23,Ekans,1/562,"49,542"
5,25,Pikachu,1/386,"1,544"
6,27,Sandshrew,1/576,"7,493"
7,37,Vulpix,1/449,"3,148"
8,41,Zubat,1/667,"2,670"
9,43,Oddish,1/733,733
10,48,Venonat,1/233,701
11,50,Diglett,1/641,"5,130"
12,52,Meowth,"1/1,589","1,589"
13,54,Psyduck,1/583,583
14,56,Mankey,1/787,787
15,60,Poliwag,1/343,"2,403"
16,63,Abra,1/414,828
17,69,Bellsprout,1/130,650
18,72,Tentacool,1/301,602
19,77,Ponyta,1/310,"4,652"
20,92,Gastly,1/489,"1,959"
21,96,Drowzee,1/318,318
22,100,Voltorb,1/396,"3,968"
23,102,Exeggcute,1/378,378
24,107,Hitmonchan,"1/1,127","1,127"
25,109,Koffing,1/494,"55,848"
26,114,Tangela,1/707,"2,830"
27,115,Kangaskhan,1/114,456
28,118,Goldeen,1/243,"1,219"
29,120,Staryu,1/401,803
30,127,Pinsir,1/117,117
31,128,Tauros,1/183,735
32,129,Magikarp,1/649,"1,949"
33,130,Gyarados,1/41,82
34,133,Eevee,1/516,"6,193"
35,137,Porygon,1/216,216
36,152,Chikorita,1/621,621
37,155,Cyndaquil,1/184,554
38,158,Totodile,1/291,583
39,161,Sentret,1/553,"1,107"
40,163,Hoothoot,1/267,"3,483"
41,165,Ledyba,1/568,"6,818"
42,170,Chinchou,1/988,"6,920"
43,176,Togetic,1/284,852
44,177,Natu,1/431,862
45,179,Mareep,"1/1,475","2,950"
46,181,Ampharos,1/126,126
47,183,Marill,1/302,908
48,187,Hoppip,1/369,"10,343"
49,190,Aipom,"1/1,104","1,104"
50,191,Sunkern,1/269,808
51,193,Yanma,1/327,327
52,203,Girafarig,1/160,482
53,206,Dunsparce,1/505,"1,010"
54,211,Qwilfish,"1/5,124","15,372"
55,213,Shuckle,1/256,"1,536"
56,216,Teddiursa,1/782,"2,347"
57,223,Remoraid,1/624,"1,249"
58,227,Skarmory,1/26,52
59,228,Houndour,1/495,"58,012"
60,231,Phanpy,"1/1,281","1,281"
61,237,Hitmontop,1/804,"2,414"
62,261,Poochyena,1/544,"56,049"
63,280,Ralts,1/247,"1,486"
64,282,Gardevoir,1/80,322
65,283,Surskit,1/283,"1,698"
66,285,Shroomish,1/321,321
67,303,Mawile,1/42,634
68,304,Aron,1/403,"6,048"
69,306,Aggron,1/108,324
70,308,Medicham,1/93,93
71,313,Volbeat,1/192,192
72,333,Swablu,1/754,"2,264"
73,335,Zangoose,1/109,219
74,337,Lunatone,1/116,701
75,338,Solrock,1/200,401
76,351,Castform,1/701,"1,403"
77,396,Starly,1/691,"10,378"
78,399,Bidoof,1/379,"4,556"
79,401,Kricketot,"1/1,619","3,238"
80,412,Burmy,1/360,"1,082"
81,418,Buizel,1/246,246
82,425,Drifloon,1/238,"1,910"
83,427,Buneary,1/499,"6,494"
84,428,Lopunny,1/178,534
85,431,Glameow,1/564,"5,084"
86,449,Hippopotas,1/443,443
87,451,Skorupi,1/481,"27,898"
88,453,Croagunk,1/360,"6,127"
89,456,Finneon,"1/1,238","1,238"
90,495,Snivy,1/909,"3,638"
91,498,Tepig,1/550,"3,300"
92,501,Oshawott,1/282,"3,672"
93,504,Patrat,1/584,"4,089"
94,506,Lillipup,1/707,"7,779"
95,509,Purrloin,1/510,"10,711"
96,511,Pansage,1/543,543
97,513,Pansear,1/194,194
98,515,Panpour,1/682,"1,365"
99,519,Pidove,1/544,"9,800"
100,522,Blitzle,1/534,"3,206"
101,524,Roggenrola,1/291,291
102,527,Woobat,1/358,"3,225"
103,535,Tympole,1/525,"4,202"
104,538,Throh,1/319,"1,276"
105,543,Venipede,1/491,"1,966"
106,557,Dwebble,1/368,737
107,568,Trubbish,1/200,400
108,572,Minccino,1/467,"1,870"
109,588,Karrablast,1/280,"1,400"
110,590,Foongus,1/320,"3,202"
111,597,Ferroseed,1/657,"1,315"
112,605,Elgyem,1/513,513
113,616,Shelmet,1/473,947
114,618,Stunfisk,1/518,"2,072"
115,632,Durant,1/242,726
116,650,Chespin,1/507,"2,030"
117,653,Fennekin,1/32,"9,493"
118,659,Bunnelby,1/407,"3,259"
119,676,Furfrou,1/234,"1,641"
120,694,Helioptile,1/474,948
121,712,Bergmite,1/257,"1,028"
122,734,Yungoos,1/885,"4,426"
