,id,name,rate,total
0,1,Bulbasaur,1/101,"5,571"
1,3,Venusaur,1/154,308
2,4,Charmander,1/121,"44,776"
3,6,Charizard,1/126,"2,268"
4,7,Squirtle,1/135,"4,204"
5,9,Blastoise,1/178,"1,431"
6,10,Caterpie,1/547,"39,969"
7,13,Weedle,1/856,"1,712"
8,15,Beedrill,1/78,157
9,16,Pidgey,1/553,"58,139"
10,18,Pidgeot,1/93,"2,912"
11,19,Rattata,1/520,"23,958"
12,21,Spearow,1/505,"68,781"
13,23,Ekans,1/449,"25,183"
14,25,Pikachu,1/455,"7,284"
15,27,Sandshrew,1/380,"22,810"
16,29,Nidoran♀,1/512,"19,469"
17,32,Nidoran♂,1/543,"28,253"
18,35,Clefairy,1/567,"18,173"
19,37,Vulpix,1/596,"25,055"
20,39,Jigglypuff,1/506,"53,171"
21,41,Zubat,1/582,"13,978"
22,43,Oddish,1/558,"73,693"
23,46,Paras,1/517,"75,009"
24,48,Venonat,1/506,"41,512"
25,50,Diglett,1/450,"51,374"
26,52,Meowth,1/523,"75,380"
27,54,Psyduck,1/425,"9,778"
28,56,Mankey,1/460,"71,368"
29,58,Growlithe,1/438,"77,133"
30,60,Poliwag,1/587,"9,406"
31,63,Abra,1/327,"6,878"
32,65,Alakazam,1/115,"2,433"
33,66,Machop,1/490,"64,230"
34,69,Bellsprout,1/509,"41,267"
35,72,Tentacool,1/742,742
36,74,Geodude,1/490,"30,431"
37,77,Ponyta,1/386,"6,954"
38,79,Slowpoke,1/390,"12,877"
39,80,Slowbro,1/220,"3,748"
40,81,Magnemite,1/488,"14,647"
41,84,Doduo,1/644,"35,440"
42,86,Seel,1/283,"1,417"
43,88,Grimer,1/607,"56,455"
44,90,Shellder,1/437,"7,879"
45,92,Gastly,1/500,"41,528"
46,94,Gengar,1/139,"2,646"
47,95,Onix,1/68,"4,095"
48,98,Krabby,1/326,"4,243"
49,100,Voltorb,1/511,"28,632"
50,102,Exeggcute,1/441,"26,916"
51,104,Cubone,1/454,"34,976"
52,106,Hitmonlee,1/428,"11,580"
53,107,Hitmonchan,1/716,"11,463"
54,108,Lickitung,1/58,"14,824"
55,109,Koffing,1/515,"45,382"
56,111,Rhyhorn,"1/1,121","2,242"
57,113,Chansey,1/63,"44,173"
58,114,Tangela,1/491,"12,782"
59,115,Kangaskhan,1/111,"1,901"
60,116,Horsea,1/342,684
61,118,Goldeen,1/438,"7,894"
62,120,Staryu,1/453,"2,267"
63,122,Mr. Mime,1/940,"1,880"
